"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Sample Size","Sample Size is >5 (Case Reports ONLY) ","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> General","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Peds","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Speciality Bucket -> Can't tell","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality descriptive studies","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"339","N Kandel, S Chungong, A Omaar, J Xing","Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries.","Mar 2020","Lancet (London, England)","32199075","kearneh","1","Yes","Can't tell",,,,,,,,"General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"339","N Kandel, S Chungong, A Omaar, J Xing","Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries.","Mar 2020","Lancet (London, England)","32199075","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,"Other","Public Health",,,"High quality descriptive studies",,,,,,,,,"Yes",
"351","YH Ren, SY Wang, M Liu, YM Guo, HP Dai","[When COVID-19 encounters interstitial lung disease: challenges and management].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32198915","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Internal Medicine",,,,,,,"Respirology",,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"351","YH Ren, SY Wang, M Liu, YM Guo, HP Dai","[When COVID-19 encounters interstitial lung disease: challenges and management].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32198915","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"354","S Wan, Y Xiang, W Fang, Y Zheng, B Li, Y Hu, C Lang, D Huang, Q Sun, Y Xiong, X Huang, J Lv, Y Luo, L Shen, H Yang, G Huang, R Yang","Clinical Features and Treatment of COVID-19 Patients in Northeast Chongqing.","Mar 2020","Journal of medical virology","32198776","kearneh","1","Yes","Cohort Studies","135",,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"354","S Wan, Y Xiang, W Fang, Y Zheng, B Li, Y Hu, C Lang, D Huang, Q Sun, Y Xiong, X Huang, J Lv, Y Luo, L Shen, H Yang, G Huang, R Yang","Clinical Features and Treatment of COVID-19 Patients in Northeast Chongqing.","Mar 2020","Journal of medical virology","32198776","Daniellevin","1","Yes","Case Series/Report",,"Yes",,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,"High quality descriptive studies",,,"Reports of interventions/treatments",,,,,,"Yes",
"355","G Soldati, A Smargiassi, R Inchingolo, D Buonsenso, T Perrone, DF Briganti, S Perlini, E Torri, A Mariani, EE Mossolani, F Tursi, F Mento, L Demi","Is there a role for lung ultrasound during the COVID-19 pandemic?","Mar 2020","Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine","32198775","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"355","G Soldati, A Smargiassi, R Inchingolo, D Buonsenso, T Perrone, DF Briganti, S Perlini, E Torri, A Mariani, EE Mossolani, F Tursi, F Mento, L Demi","Is there a role for lung ultrasound during the COVID-19 pandemic?","Mar 2020","Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine","32198775","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"ICU",,,,,,,,"Radiology",,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,"Yes",
"365","B Hanley, SB Lucas, E Youd, B Swift, M Osborn","Autopsy in suspected COVID-19 cases.","Mar 2020","Journal of clinical pathology","32198191","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Autopsy",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"365","B Hanley, SB Lucas, E Youd, B Swift, M Osborn","Autopsy in suspected COVID-19 cases.","Mar 2020","Journal of clinical pathology","32198191","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Pathology",,,"High quality descriptive studies",,,,,,,,,"Yes",
"371","DS Fedson, SM Opal, OM Rordam","Hiding in Plain Sight: an Approach to Treating Patients with Severe COVID-19 Infection.","03 2020","mBio","32198163","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"371","DS Fedson, SM Opal, OM Rordam","Hiding in Plain Sight: an Approach to Treating Patients with Severe COVID-19 Infection.","03 2020","mBio","32198163","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"373","J Ong, BE Young, S Ong","COVID-19 in gastroenterology: a clinical perspective.","Mar 2020","Gut","32198152","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"373","J Ong, BE Young, S Ong","COVID-19 in gastroenterology: a clinical perspective.","Mar 2020","Gut","32198152","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"374","A Rimmer","Covid-19: GPs can stop health checks for over 75s and routine medicine reviews.","Mar 2020","BMJ (Clinical research ed.)","32198147","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"374","A Rimmer","Covid-19: GPs can stop health checks for over 75s and routine medicine reviews.","Mar 2020","BMJ (Clinical research ed.)","32198147","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,"Family Medicine",,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"376","AS Kliger, J Silberzweig","Mitigating Risk of COVID-19 in Dialysis Facilities.","Mar 2020","Clinical journal of the American Society of Nephrology : CJASN","32198130","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"376","AS Kliger, J Silberzweig","Mitigating Risk of COVID-19 in Dialysis Facilities.","Mar 2020","Clinical journal of the American Society of Nephrology : CJASN","32198130","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Nephrology",,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,"Yes",
"378","Y Duan, HL Zhu, C Zhou","Advance of promising targets and agents against 2019-nCoV in China.","Mar 2020","Drug discovery today","32198066","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"378","Y Duan, HL Zhu, C Zhou","Advance of promising targets and agents against 2019-nCoV in China.","Mar 2020","Drug discovery today","32198066","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"382","A Montero Feijoo, E Maseda, R Adalia Bartolomé, G Aguilar, R González de Castro, JI Gómez-Herreras, C García Palenciano, J Pereira, F Ramasco Rueda, E Samso, A Suárez de la Rica, G Tamayo Medel, M Varela Durán,  ","Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV.","Mar 2020","Revista espanola de anestesiologia y reanimacion","32197787","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Surgery",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"382","A Montero Feijoo, E Maseda, R Adalia Bartolomé, G Aguilar, R González de Castro, JI Gómez-Herreras, C García Palenciano, J Pereira, F Ramasco Rueda, E Samso, A Suárez de la Rica, G Tamayo Medel, M Varela Durán,  ","Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV.","Mar 2020","Revista espanola de anestesiologia y reanimacion","32197787","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Surgery",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"400","Q Ding, P Lu, Y Fan, Y Xia, M Liu","The clinical characteristics of pneumonia patients co-infected with 2019 novel coronavirus and influenza virus in Wuhan, China.","Mar 2020","Journal of medical virology","32196707","kearneh","1","Yes","Case Series/Report","115","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"400","Q Ding, P Lu, Y Fan, Y Xia, M Liu","The clinical characteristics of pneumonia patients co-infected with 2019 novel coronavirus and influenza virus in Wuhan, China.","Mar 2020","Journal of medical virology","32196707","becky.jones","1","Yes","Case Series/Report","115","Yes",,,,,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"412","AC Smith, E Thomas, CL Snoswell, H Haydon, A Mehrotra, J Clemensen, LJ Caffery","Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19).","Mar 2020","Journal of telemedicine and telecare","32196391","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"412","AC Smith, E Thomas, CL Snoswell, H Haydon, A Mehrotra, J Clemensen, LJ Caffery","Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19).","Mar 2020","Journal of telemedicine and telecare","32196391","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,"Family Medicine",,"General",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"425","X Chen, Y Liu, Y Gong, X Guo, M Zuo, J Li, W Shi, H Li, X Xu, W Mi, Y Huang,  ","Perioperative Management of Patients Infected with the Novel Coronavirus: Recommendation from the Joint Task Force of the Chinese Society of Anesthesiology and the Chinese Association of Anesthesiologists.","Mar 2020","Anesthesiology","32195699","kearneh","1","Yes","Narrative Review/Expert Opinion",,,"Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"425","X Chen, Y Liu, Y Gong, X Guo, M Zuo, J Li, W Shi, H Li, X Xu, W Mi, Y Huang,  ","Perioperative Management of Patients Infected with the Novel Coronavirus: Recommendation from the Joint Task Force of the Chinese Society of Anesthesiology and the Chinese Association of Anesthesiologists.","Mar 2020","Anesthesiology","32195699","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,"Anesthesia",,,,,"General",,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"431","Y Zhou, Y Hou, J Shen, Y Huang, W Martin, F Cheng","Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2.","2020","Cell discovery","32194980","kearneh","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"431","Y Zhou, Y Hou, J Shen, Y Huang, W Martin, F Cheng","Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2.","2020","Cell discovery","32194980","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,"ICU",,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"441","JY Park, MS Han, KU Park, JY Kim, EH Choi","First Pediatric Case of Coronavirus Disease 2019 in Korea.","Mar 2020","Journal of Korean medical science","32193905","kearneh","1","Yes","Case Series/Report",,"No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"441","JY Park, MS Han, KU Park, JY Kim, EH Choi","First Pediatric Case of Coronavirus Disease 2019 in Korea.","Mar 2020","Journal of Korean medical science","32193905","Meghanglibbery","1","Yes","Case Series/Report",,"No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"442","KT Kwon, JH Ko, H Shin, M Sung, JY Kim","Drive-Through Screening Center for COVID-19: a Safe and Efficient Screening System against Massive Community Outbreak.","Mar 2020","Journal of Korean medical science","32193904","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"442","KT Kwon, JH Ko, H Shin, M Sung, JY Kim","Drive-Through Screening Center for COVID-19: a Safe and Efficient Screening System against Massive Community Outbreak.","Mar 2020","Journal of Korean medical science","32193904","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Public Health",,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"444","D Sun, H Li, XX Lu, H Xiao, J Ren, FR Zhang, ZS Liu","Clinical features of severe pediatric patients with coronavirus disease 2019 in Wuhan: a single center's observational study.","Mar 2020","World journal of pediatrics : WJP","32193831","kearneh","1","Yes","Case Series/Report","8","Yes",,,,,,,,,,,,,"Peds",,,,,,,,,,"Natural history studies","Case report",,,,,,,"Yes",
"444","D Sun, H Li, XX Lu, H Xiao, J Ren, FR Zhang, ZS Liu","Clinical features of severe pediatric patients with coronavirus disease 2019 in Wuhan: a single center's observational study.","Mar 2020","World journal of pediatrics : WJP","32193831","Meghanglibbery","1","Yes","Cohort Studies","8",,,,,,,,,,,,,,"Peds",,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"445","Z Ye, Y Zhang, Y Wang, Z Huang, B Song","Chest CT manifestations of new coronavirus disease 2019 (COVID-19): a pictorial review.","Mar 2020","European radiology","32193638","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Internal Medicine",,,,,,,,,"Radiology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"445","Z Ye, Y Zhang, Y Wang, Z Huang, B Song","Chest CT manifestations of new coronavirus disease 2019 (COVID-19): a pictorial review.","Mar 2020","European radiology","32193638","Meghanglibbery","1","Yes","Case Control Studies",,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"455","KC Liu, P Xu, WF Lv, XH Qiu, JL Yao, JF Gu, W Wei","CT manifestations of coronavirus disease-2019: A retrospective analysis of 73 cases by disease severity.","Mar 2020","European journal of radiology","32193037","kearneh","1","Yes","Case Series/Report","73","Yes",,,,,,"General",,,,,,,,,"Respirology",,,,,,,,"Natural history studies","Case report",,,,,,,"Yes",
"455","KC Liu, P Xu, WF Lv, XH Qiu, JL Yao, JF Gu, W Wei","CT manifestations of coronavirus disease-2019: A retrospective analysis of 73 cases by disease severity.","Mar 2020","European journal of radiology","32193037","becky.jones","1","Yes","Case Series/Report","73","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,"High quality descriptive studies","Natural history studies","Case report",,,,,,,"Yes",
"459","G Ianiro, BH Mullish, CR Kelly, H Sokol, Z Kassam, S Ng, M Fischer, JR Allegretti, L Masucci, F Zhang, J Keller, M Sanguinetti, SP Costello, H Tilg, A Gasbarrini, G Cammarota","Screening of faecal microbiota transplant donors during the COVID-19 outbreak: suggestions for urgent updates from an international expert panel.","Mar 2020","The lancet. Gastroenterology & hepatology","32192627","kearneh","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,"Internal Medicine",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"459","G Ianiro, BH Mullish, CR Kelly, H Sokol, Z Kassam, S Ng, M Fischer, JR Allegretti, L Masucci, F Zhang, J Keller, M Sanguinetti, SP Costello, H Tilg, A Gasbarrini, G Cammarota","Screening of faecal microbiota transplant donors during the COVID-19 outbreak: suggestions for urgent updates from an international expert panel.","Mar 2020","The lancet. Gastroenterology & hepatology","32192627","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"471","XH Hu, WB Niu, JF Zhang, BK Li, B Yu, ZY Zhang, CX Zhou, XN Zhang, Y Gao, GY Wang","[Treatment strategies for colorectal cancer patients in tumor hospitals under the background of corona virus disease 2019].","Mar 2020","Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery","32192294","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,"Gastroenterology",,,,,,,"Oncology",,,,,,"Other","Surgery",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"471","XH Hu, WB Niu, JF Zhang, BK Li, B Yu, ZY Zhang, CX Zhou, XN Zhang, Y Gao, GY Wang","[Treatment strategies for colorectal cancer patients in tumor hospitals under the background of corona virus disease 2019].","Mar 2020","Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery","32192294","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,"Gastroenterology",,,,,,,"Oncology",,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"475","M Wujtewicz, A Dylczyk-Sommer, A Aszkiełowicz, S Zdanowski, S Piwowarczyk, R Owczuk","COVID-19 - what should anaethesiologists and intensivists know about it?","2020","Anaesthesiology intensive therapy","32191830","kearneh","1","Yes","Narrative Review/Expert Opinion",,,"Anesthesia",,,,,,,"Internal Medicine",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"475","M Wujtewicz, A Dylczyk-Sommer, A Aszkiełowicz, S Zdanowski, S Piwowarczyk, R Owczuk","COVID-19 - what should anaethesiologists and intensivists know about it?","2020","Anaesthesiology intensive therapy","32191830","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,"Anesthesia",,,,,,,"Internal Medicine",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"477","M Yuan, W Yin, Z Tao, W Tan, Y Hu","Association of radiologic findings with mortality of patients infected with 2019 novel coronavirus in Wuhan, China.","2020","PloS one","32191764","kearneh","1","Yes","Case Series/Report","27",,,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Case report",,,,,,,"Yes",
"477","M Yuan, W Yin, Z Tao, W Tan, Y Hu","Association of radiologic findings with mortality of patients infected with 2019 novel coronavirus in Wuhan, China.","2020","PloS one","32191764","becky.jones","1","Yes","Case Series/Report","27","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Case report",,,,,,,"Yes",
"484","Y Wang, C Dong, Y Hu, C Li, Q Ren, X Zhang, H Shi, M Zhou","Temporal Changes of CT Findings in 90 Patients with COVID-19 Pneumonia: A Longitudinal Study.","Mar 2020","Radiology","32191587","kearneh","1","Yes","Case Series/Report","90","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,"High quality descriptive studies",,,,"Imaging studies",,,,,"Yes",
"484","Y Wang, C Dong, Y Hu, C Li, Q Ren, X Zhang, H Shi, M Zhou","Temporal Changes of CT Findings in 90 Patients with COVID-19 Pneumonia: A Longitudinal Study.","Mar 2020","Radiology","32191587","becky.jones","1","Yes","Case Series/Report","90","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,"High quality descriptive studies",,,,"Imaging studies",,,,,"Yes",
"490","KL Koenig, CK Beÿ, EC McDonald","2019-nCoV: The Identify-Isolate-Inform (3I) Tool Applied to a Novel Emerging Coronavirus.","Jan 2020","The western journal of emergency medicine","32191174","kearneh","1","Yes","Can't tell",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"490","KL Koenig, CK Beÿ, EC McDonald","2019-nCoV: The Identify-Isolate-Inform (3I) Tool Applied to a Novel Emerging Coronavirus.","Jan 2020","The western journal of emergency medicine","32191174","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,"Other","Public Health",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"491","Z Du, X Xu, Y Wu, L Wang, BJ Cowling, LA Meyers","Serial Interval of COVID-19 among Publicly Reported Confirmed Cases.","Mar 2020","Emerging infectious diseases","32191173","kearneh","1","Yes","Case Series/Report",,"Yes",,,,,,"General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"491","Z Du, X Xu, Y Wu, L Wang, BJ Cowling, LA Meyers","Serial Interval of COVID-19 among Publicly Reported Confirmed Cases.","Mar 2020","Emerging infectious diseases","32191173","becky.jones","1","Yes","Case Series/Report","468","Yes",,,,,,"General",,,,,,,,,,,,"Other","Public Health",,,,"Natural history studies",,,,,,,,"Yes",
"517","Y Shi, X Yu, H Zhao, H Wang, R Zhao, J Sheng","Host susceptibility to severe COVID-19 and establishment of a host risk score: findings of 487 cases outside Wuhan.","03 2020","Critical care (London, England)","32188484","kearneh","1","Yes","Case Series/Report","487","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"517","Y Shi, X Yu, H Zhao, H Wang, R Zhao, J Sheng","Host susceptibility to severe COVID-19 and establishment of a host risk score: findings of 487 cases outside Wuhan.","03 2020","Critical care (London, England)","32188484","becky.jones","1","Yes","Case Series/Report","487","Yes",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"524","Y Li, F Guo, Y Cao, L Li, Y Guo","Insight into COVID-2019 for pediatricians.","Mar 2020","Pediatric pulmonology","32187887","kearneh","1","Yes","Case Series/Report","2","No",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"524","Y Li, F Guo, Y Cao, L Li, Y Guo","Insight into COVID-2019 for pediatricians.","Mar 2020","Pediatric pulmonology","32187887","jasper.ho","1","Yes","Case Series/Report","2","No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"528","B Cao, Y Wang, D Wen, W Liu, J Wang, G Fan, L Ruan, B Song, Y Cai, M Wei, X Li, J Xia, N Chen, J Xiang, T Yu, T Bai, X Xie, L Zhang, C Li, Y Yuan, H Chen, H Li, H Huang, S Tu, F Gong, Y Liu, Y Wei, C Dong, F Zhou, X Gu, J Xu, Z Liu, Y Zhang, H Li, L Shang, K Wang, K Li, X Zhou, X Dong, Z Qu, S Lu, X Hu, S Ruan, S Luo, J Wu, L Peng, F Cheng, L Pan, J Zou, C Jia, J Wang, X Liu, S Wang, X Wu, Q Ge, J He, H Zhan, F Qiu, L Guo, C Huang, T Jaki, FG Hayden, PW Horby, D Zhang, C Wang","A Trial of Lopinavir-Ritonavir in Adults Hospitalized with Severe Covid-19.","Mar 2020","The New England journal of medicine","32187464","kearneh","1","Yes","Randomized Control Trial","199","N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report","Reports of interventions/treatments",,,,,,"Yes",
"528","B Cao, Y Wang, D Wen, W Liu, J Wang, G Fan, L Ruan, B Song, Y Cai, M Wei, X Li, J Xia, N Chen, J Xiang, T Yu, T Bai, X Xie, L Zhang, C Li, Y Yuan, H Chen, H Li, H Huang, S Tu, F Gong, Y Liu, Y Wei, C Dong, F Zhou, X Gu, J Xu, Z Liu, Y Zhang, H Li, L Shang, K Wang, K Li, X Zhou, X Dong, Z Qu, S Lu, X Hu, S Ruan, S Luo, J Wu, L Peng, F Cheng, L Pan, J Zou, C Jia, J Wang, X Liu, S Wang, X Wu, Q Ge, J He, H Zhan, F Qiu, L Guo, C Huang, T Jaki, FG Hayden, PW Horby, D Zhang, C Wang","A Trial of Lopinavir-Ritonavir in Adults Hospitalized with Severe Covid-19.","Mar 2020","The New England journal of medicine","32187464","becky.jones","1","Yes","Randomized Control Trial","199","N/A - pick if not case report",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"528","B Cao, Y Wang, D Wen, W Liu, J Wang, G Fan, L Ruan, B Song, Y Cai, M Wei, X Li, J Xia, N Chen, J Xiang, T Yu, T Bai, X Xie, L Zhang, C Li, Y Yuan, H Chen, H Li, H Huang, S Tu, F Gong, Y Liu, Y Wei, C Dong, F Zhou, X Gu, J Xu, Z Liu, Y Zhang, H Li, L Shang, K Wang, K Li, X Zhou, X Dong, Z Qu, S Lu, X Hu, S Ruan, S Luo, J Wu, L Peng, F Cheng, L Pan, J Zou, C Jia, J Wang, X Liu, S Wang, X Wu, Q Ge, J He, H Zhan, F Qiu, L Guo, C Huang, T Jaki, FG Hayden, PW Horby, D Zhang, C Wang","A Trial of Lopinavir-Ritonavir in Adults Hospitalized with Severe Covid-19.","Mar 2020","The New England journal of medicine","32187464","jasper.ho","1","Yes","Randomized Control Trial",,"No",,,,,,,,"Internal Medicine","ICU",,,,,,"Respirology",,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"532","X Lu, L Zhang, H Du, J Zhang, YY Li, J Qu, W Zhang, Y Wang, S Bao, Y Li, C Wu, H Liu, D Liu, J Shao, X Peng, Y Yang, Z Liu, Y Xiang, F Zhang, RM Silva, KE Pinkerton, K Shen, H Xiao, S Xu, GWK Wong,  ","SARS-CoV-2 Infection in Children.","Mar 2020","The New England journal of medicine","32187458","kearneh","1","Yes","Cohort Studies",,,,,,,,,,,,,,,"Peds",,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"532","X Lu, L Zhang, H Du, J Zhang, YY Li, J Qu, W Zhang, Y Wang, S Bao, Y Li, C Wu, H Liu, D Liu, J Shao, X Peng, Y Yang, Z Liu, Y Xiang, F Zhang, RM Silva, KE Pinkerton, K Shen, H Xiao, S Xu, GWK Wong,  ","SARS-CoV-2 Infection in Children.","Mar 2020","The New England journal of medicine","32187458","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,,,,,,,,"Peds",,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"539","D Liu, L Li, X Wu, D Zheng, J Wang, L Yang, C Zheng","Pregnancy and Perinatal Outcomes of Women With Coronavirus Disease (COVID-19) Pneumonia: A Preliminary Analysis.","Mar 2020","AJR. American journal of roentgenology","32186894","kearneh","1","Yes","Case Series/Report","15","Yes",,,,,,,,,,,"OBGYN",,,,,,,,,,,"High quality descriptive studies","Natural history studies",,,,,,,,"Yes",
"539","D Liu, L Li, X Wu, D Zheng, J Wang, L Yang, C Zheng","Pregnancy and Perinatal Outcomes of Women With Coronavirus Disease (COVID-19) Pneumonia: A Preliminary Analysis.","Mar 2020","AJR. American journal of roentgenology","32186894","jasper.ho","1","Yes","Case Series/Report","15","Yes",,,,,,,,,,,"OBGYN",,,,,,,,,,,,,"Case report",,,,,,,"Yes",
