"pmid","date","jabbrv"
"32300370","2020-04-18","Immun Ageing"
"32300261","2020-04-18","Resour Conserv Recycl"
"32300245","2020-04-18","Nat Biotechnol"
"32300225","2020-04-18","Nature"
"32300223","2020-04-18","Nature"
"32300212","2020-04-18","Nat Med"
"32300101","2020-04-18","Int J Oral Sci"
"32300070","2020-04-18","J Am Soc Nephrol"
"32300069","2020-04-18","J Am Soc Nephrol"
"32300058","2020-04-18","Postgrad Med J"
"32300051","2020-04-18","J Immunother Cancer"
"32300018","2020-04-18","Proc Natl Acad Sci U S A"
"32299994","2020-04-18","Vet Rec"
"32299993","2020-04-18","Vet Rec"
"32299988","2020-04-18","Vet Rec"
"32299985","2020-04-18","Vet Rec"
"32299982","2020-04-18","Vet Rec"
"32299973","2020-04-18","Vet Rec"
"32299972","2020-04-18","Vet Rec"
"32299970","2020-04-18","Vet Rec"
"32299963","2020-04-18","Vet Rec"
"32299959","2020-04-18","Vet Rec"
"32299940","2020-04-18","Science"
"32299867","2020-04-18","Eur Respir J"
"32299861","2020-04-18","Eur Respir J"
"32299844","2020-04-18","Ann Rheum Dis"
"32299837","2020-04-18","Gut"
"32299811","2020-04-18","BMJ"
"32299810","2020-04-18","BMJ"
"32299806","2020-04-18","BMJ"
"32299796","2020-04-18","Ann Rheum Dis"
"32299795","2020-04-18","Ann Rheum Dis"
"32299784","2020-04-18","J Microbiol Immunol Infect"
"32299783","2020-04-18","J Microbiol Immunol Infect"
"32299782","2020-04-18","Can J Cardiol"
"32299781","2020-04-18","Can J Cardiol"
"32299780","2020-04-18","Can J Cardiol"
"32299779","2020-04-18","Can J Cardiol"
"32299776","2020-04-18","Transl Res"
"32299753","2020-04-18","Can J Cardiol"
"32299752","2020-04-18","Can J Cardiol"
"32299751","2020-04-18","Can J Cardiol"
"32299750","2020-04-18","Can J Cardiol"
"32299723","2020-04-18","Clin Oncol (R Coll Radiol)"
"32299718","2020-04-18","Schizophr Res"
"32299683","2020-04-18","Res Social Adm Pharm"
"32299663","2020-04-18","Cancer Radiother"
"32299654","2020-04-18","J Formos Med Assoc"
"32299650","2020-04-18","J Heart Lung Transplant"
"32299636","2020-04-18","Neurologia"
"32299626","2020-04-18","Surgery"
"32299617","2020-04-18","Clin Radiol"
"32299528","2020-04-18","Infect Control Hosp Epidemiol"
"32299521","2020-04-18","Infect Control Hosp Epidemiol"
"32299519","2020-04-18","Infect Control Hosp Epidemiol"
"32299485","2020-04-18","Infect Dis Poverty"
"32299479","2020-04-18","Crit Care"
"32299477","2020-04-18","Crit Care"
"32299472","2020-04-18","Crit Care"
"32299330","2020-04-18","Commun Dis Intell (2018)"
"32299328","2020-04-18","Workplace Health Saf"
"32299304","2020-04-18","Death Stud"
"32299225","2020-04-18","Crisis"
"32299208","2020-04-18","Turk J Med Sci"
"32299206","2020-04-18","Turk J Med Sci"
"32299205","2020-04-18","Turk J Med Sci"
"32299204","2020-04-18","Turk J Med Sci"
"32299202","2020-04-18","Turk J Med Sci"
"32299201","2020-04-18","Turk J Med Sci"
"32299200","2020-04-18","Turk J Med Sci"
"32299196","2020-04-18","Aust J Gen Pract"
"32299195","2020-04-18","Aust J Gen Pract"
"32299184","2020-04-18","Singapore Med J"
"32299183","2020-04-18","Singapore Med J"
"32299866","2020-04-18","Eur Respir J"
"32301817","2020-04-18","J Am Acad Orthop Surg"
"32299929","2020-04-18","Science"
"32299928","2020-04-18","Science"
"32299927","2020-04-18","Science"
"32299926","2020-04-18","Science"
"32299923","2020-04-18","Science"
"32299148","2020-04-17","Obesity (Silver Spring)"
"32299083","2020-04-17","Psychother Psychosom"
"32299017","2020-04-17","J Neurol Sci"
"32299010","2020-04-17","J Neurol Sci"
"32298988","2020-04-17","J Clin Virol"
"32298982","2020-04-17","Diabetes Metab Syndr"
"32298981","2020-04-17","Diabetes Metab Syndr"
"32298968","2020-04-17","Asian J Psychiatr"
"32298883","2020-04-17","Sci Total Environ"
"32298856","2020-04-17","Ecotoxicol Environ Saf"
"32298807","2020-04-17","Biol Blood Marrow Transplant"
"32298803","2020-04-17","Brain Behav Immun"
"32298802","2020-04-17","Brain Behav Immun"
"32298801","2020-04-17","Brain Behav Immun"
"32298782","2020-04-17","Travel Med Infect Dis"
"32298769","2020-04-17","J Hepatol"
"32298767","2020-04-17","J Hepatol"
"32298748","2020-04-17","J Pain Symptom Manage"
"32298745","2020-04-17","Int J Antimicrob Agents"
"32298732","2020-04-17","Chest"
"32298686","2020-04-17","Urology"
"32298677","2020-04-17","J Infect"
"32298676","2020-04-17","J Infect"
"32298645","2020-04-17","J Pediatr (Rio J)"
"32298644","2020-04-17","Lancet HIV"
"32298643","2020-04-17","J Am Coll Radiol"
"32298525","2020-04-17","ACR Open Rheumatol"
"32298514","2020-04-17","J Cosmet Dermatol"
"32298512","2020-04-17","J Clin Nurs"
"32298494","2020-04-17","Acta Paediatr"
"32298486","2020-04-17","Am J Hematol"
"32298480","2020-04-17","Pediatr Dermatol"
"32298473","2020-04-17","Hepatology"
"32298467","2020-04-17","Anaesthesia"
"32298464","2020-04-17","Anaesthesia"
"32298462","2020-04-17","Anaesthesia"
"32298461","2020-04-17","Br J Haematol"
"32298458","2020-04-17","Swiss Med Wkly"
"32298421","2020-04-17","Ann Intern Med"
"32298415","2020-04-17","Ann Work Expo Health"
"32298412","2020-04-17","Ann Intern Med"
"32298385","2020-04-17","PLoS One"
"32298273","2020-04-17","PLoS One"
"32298251","2020-04-17","MMWR Morb Mortal Wkly Rep"
"32298250","2020-04-17","MMWR Morb Mortal Wkly Rep"
"32298249","2020-04-17","MMWR Morb Mortal Wkly Rep"
"32298247","2020-04-17","MMWR Morb Mortal Wkly Rep"
"32298246","2020-04-17","MMWR Morb Mortal Wkly Rep"
"32298245","2020-04-17","MMWR Morb Mortal Wkly Rep"
"32298228","2020-04-17","Emerg Infect Dis"
"32298227","2020-04-17","Emerg Infect Dis"
"32298218","2020-04-17","Hum Vaccin Immunother"
"32298208","2020-04-17","Telemed J E Health"
"32298195","2020-04-17","J Palliat Med"
"32298186","2020-04-17","Facial Plast Surg Aesthet Med"
"32298150","2020-04-17","AJR Am J Roentgenol"
"32298149","2020-04-17","AJR Am J Roentgenol"
"32298148","2020-04-17","AJR Am J Roentgenol"
"32298146","2020-04-17","Am J Respir Crit Care Med"
"32298145","2020-04-17","Circ Cardiovasc Qual Outcomes"
"32298139","2020-04-17","Arch Pathol Lab Med"
"32298137","2020-04-17","Arch Pathol Lab Med"
"32298134","2020-04-17","Circulation"
"32298055","2020-04-17","Zhejiang Da Xue Xue Bao Yi Xue Ban"
"32298045","2020-04-17","J Thromb Haemost"
"32298036","2020-04-17","Head Neck"
"32298035","2020-04-17","Head Neck"
"32298034","2020-04-17","Head Neck"
"32298029","2020-04-17","Oncologist"
"32298028","2020-04-17","Head Neck"
"32298019","2020-04-17","Head Neck"
"32298018","2020-04-17","Head Neck"
"32298017","2020-04-17","Head Neck"
"32298016","2020-04-17","Head Neck"
"32298006","2020-04-17","Head Neck"
"32297995","2020-04-17","J Med Virol"
"32297988","2020-04-17","J Med Virol"
"32297987","2020-04-17","J Med Virol"
"32297985","2020-04-17","J Med Virol"
"32297983","2020-04-17","J Med Virol"
"32297981","2020-04-17","J Med Virol"
"32297980","2020-04-17","J Med Virol"
"32297942","2020-04-17","J Travel Med"
"32297940","2020-04-17","J Travel Med"
"32297939","2020-04-17","J Travel Med"
"32297935","2020-04-17","J Travel Med"
"32297932","2020-04-17","Eur Heart J"
"32297931","2020-04-17","Health Promot Int"
"32297929","2020-04-17","J Travel Med"
"32297925","2020-04-17","Clin Infect Dis"
"32297920","2020-04-17","Biol Reprod"
"32297915","2020-04-17","Clin Infect Dis"
"32297903","2020-04-17","JAMA Intern Med"
"32297900","2020-04-17","JAMA"
"32297897","2020-04-17","JAMA"
"32297868","2020-04-17","JMIR Public Health Surveill"
"32297851","2020-04-17","Infect Control Hosp Epidemiol"
"32297849","2020-04-17","Infect Control Hosp Epidemiol"
"32297847","2020-04-17","Infect Control Hosp Epidemiol"
"32297846","2020-04-17","Health Care Women Int"
"32297843","2020-04-17","Nucleic Acid Ther"
"32297841","2020-04-17","J Palliat Med"
"32297828","2020-04-17","Viral Immunol"
"32297805","2020-04-17","Expert Rev Mol Diagn"
"32297797","2020-04-17","Biopreserv Biobank"
"32297796","2020-04-17","Circulation"
"32297727","2020-04-17","Emerg Med Pract"
"32297723","2020-04-17","Monaldi Arch Chest Dis"
"32297722","2020-04-17","J Psychiatry Neurosci"
"32297718","2020-04-17","J Clin Psychiatry"
"32297717","2020-04-17","J Clin Psychiatry"
"32297671","2020-04-17","Br J Haematol"
"32297593","2020-04-17","JMIR Public Health Surveill"
"32297591","2020-04-17","Acta Med Port"
"32297590","2020-04-17","Am J Trop Med Hyg"
"32297589","2020-04-17","Am J Trop Med Hyg"
"32297571","2020-04-17","Curr Med Chem"
"32297540","2020-04-17","Platelets"
"32297520","2020-04-17","Am J Physiol Endocrinol Metab"
"32297519","2020-04-17","Am J Physiol Endocrinol Metab"
"32297490","2020-04-17","Monaldi Arch Chest Dis"
"32297469","2020-04-17","Int Forum Allergy Rhinol"
"32297408","2020-04-17","Dermatol Ther"
"32297330","2020-04-17","Br J Haematol"
"32297317","2020-04-17","Br J Haematol"
"32297226","2020-04-17","Appl Health Econ Health Policy"
"32297225","2020-04-17","Paediatr Drugs"
"32297175","2020-04-17","J Ultrasound"
"32297156","2020-04-17","Virol Sin"
"32297089","2020-04-17","Intern Emerg Med"
"32297078","2020-04-17","Obes Surg"
"32297062","2020-04-17","Jpn J Radiol"
"32296994","2020-04-17","Eur J Epidemiol"
"32296947","2020-04-17","Arch Womens Ment Health"
"32296837","2020-04-17","J Infect Dis"
"32296826","2020-04-17","Clin Infect Dis"
"32296824","2020-04-17","Clin Infect Dis"
"32296817","2020-04-17","Clin Infect Dis"
"32296777","2020-04-17","Med Drug Discov"
"32296757","2020-04-17","SN Compr Clin Med"
"32296735","2020-04-17","Synth Syst Biotechnol"
"32296620","2020-04-17","Health Promot Perspect"
"32296619","2020-04-17","Health Promot Perspect"
"32296594","2020-04-17","Sci Bull (Beijing)"
"32296570","2020-04-17","J Pharm Anal"
"32296544","2020-04-17","Virus Evol"
"32296495","2020-04-17","J Dent Sci"
"32296473","2020-04-17",""
"32296469","2020-04-17","Int Arch Otorhinolaryngol"
"32296468","2020-04-17","Int Arch Otorhinolaryngol"
"32296269","2020-04-17","Drugs Ther Perspect"
"32296266","2020-04-17","Saf Sci"
"32296259","2020-04-17","Med J Armed Forces India"
"32296257","2020-04-17","Rev Esp Cardiol"
"32296249","2020-04-17","Indian J Orthop"
"32296247","2020-04-17","Rev Clin Esp"
"32296246","2020-04-17","Rev Clin Esp"
"32296245","2020-04-17","Bull Acad Natl Med"
"32296181","2020-04-17","Nature"
"32296170","2020-04-17","Lab Anim (NY)"
"32296169","2020-04-17","Lab Anim (NY)"
"32296168","2020-04-17","Nat Med"
"32296166","2020-04-17","Nat Rev Clin Oncol"
"32296135","2020-04-17","Nat Rev Immunol"
"32296069","2020-04-17","Signal Transduct Target Ther"
"32296046","2020-04-17","Spinal Cord Ser Cases"
"32296012","2020-04-17","Signal Transduct Target Ther"
"32295896","2020-04-17","J Clin Microbiol"
"32295895","2020-04-17","J Clin Microbiol"
"32295880","2020-04-17","Proc Natl Acad Sci U S A"
"32295835","2020-04-17","J Neurointerv Surg"
"32295814","2020-04-17","Postgrad Med J"
"32295811","2020-04-17","Drug Ther Bull"
"32295793","2020-04-17","BJGP Open"
"32295789","2020-04-17","Ann Rheum Dis"
"32295788","2020-04-17","Ann Rheum Dis"
"32295787","2020-04-17","Ann Rheum Dis"
"32295786","2020-04-17","Ann Rheum Dis"
"32295770","2020-04-17","Emerg Med J"
"32295769","2020-04-17","ESMO Open"
"32295765","2020-04-17","BMJ"
"32295764","2020-04-17","Cancer Discov"
"32295763","2020-04-17","BMJ"
"32295762","2020-04-17","CMAJ"
"32295760","2020-04-17","BMJ"
"32295759","2020-04-17","BMJ"
"32295758","2020-04-17","BMJ"
"32295727","2020-04-17","Acad Radiol"
"32295720","2020-04-17","Foot Ankle Surg"
"32295710","2020-04-17","Heart Lung"
"32295707","2020-04-17","Dent Mater"
"32295694","2020-04-17","Pharmazie"
"32295665","2020-04-17","Disaster Med Public Health Prep"
"32295664","2020-04-17","Camb Q Healthc Ethics"
"32295661","2020-04-17","Disaster Med Public Health Prep"
"32295659","2020-04-17","Disaster Med Public Health Prep"
"32295658","2020-04-17","Disaster Med Public Health Prep"
"32295657","2020-04-17","Infect Control Hosp Epidemiol"
"32295652","2020-04-17","Disaster Med Public Health Prep"
"32295479","2020-04-17","J Biomol Struct Dyn"
"32295460","2020-04-17","Orbit"
"32295323","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32295322","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32295319","2020-04-17","Clin Exp Emerg Med"
"32295237","2020-04-17","Viruses"
"32295188","2020-04-17","Int J Environ Res Public Health"
"32295153","2020-04-17","Vaccines (Basel)"
"32294864","2020-04-17","Zhonghua Yi Xue Za Zhi"
"32294858","2020-04-17","Zhonghua Yi Xue Za Zhi"
"32294824","2020-04-17","Zhonghua Liu Xing Bing Xue Za Zhi"
"32294823","2020-04-17","Zhonghua Liu Xing Bing Xue Za Zhi"
"32294817","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294816","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294815","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294814","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294813","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294812","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294811","2020-04-17","Zhonghua Jie He He Hu Xi Za Zhi"
"32294810","2020-04-17","Crit Care Resusc"
"32294809","2020-04-17","Crit Care Resusc"
"32298771","2020-04-17","Neurotoxicol Teratol"
"32296940","2020-04-17","Eur Radiol"
"32296910","2020-04-17","Ann Hematol"
"32296888","2020-04-17","Urologe A"
"32296886","2020-04-17","Eur J Nucl Med Mol Imaging"
"32296884","2020-04-17","Eur J Nucl Med Mol Imaging"
"32296840","2020-04-17","J Gerontol B Psychol Sci Soc Sci"
"32295761","2020-04-17","CMAJ"
"32294808","2020-04-16","Aust J Gen Pract"
"32294807","2020-04-16","Aust J Gen Pract"
"32294796","2020-04-16","Ultraschall Med"
"32294795","2020-04-16","Ultraschall Med"
"32294763","2020-04-16","Pneumologie"
"32294756","2020-04-16","Epidemiol Serv Saude"
"32294718","2020-04-16","J Bras Pneumol"
"32294713","2020-04-16","Trends Psychiatry Psychother"
"32294704","2020-04-16","Einstein (Sao Paulo)"
"32294689","2020-04-16","Braz J Psychiatry"
"32294673","2020-04-16","Clinics (Sao Paulo)"
"32294667","2020-04-16","Rev Saude Publica"
"32294617","2020-04-16","J Natl Compr Canc Netw"
"32294611","2020-04-16","Eur J Cancer"
"32294583","2020-04-16","Asian J Psychiatr"
"32294574","2020-04-16","Environ Int"
"32294562","2020-04-16","Travel Med Infect Dis"
"32294548","2020-04-16","J Minim Invasive Gynecol"
"32294518","2020-04-16","Virus Res"
"32294511","2020-04-16","J Hosp Infect"
"32294504","2020-04-16","J Infect"
"32294503","2020-04-16","J Infect"
"32294495","2020-04-16","Int J Antimicrob Agents"
"32294485","2020-04-16","J Allergy Clin Immunol"
"32294477","2020-04-16","Gastroenterology"
"32294454","2020-04-16","J Am Coll Radiol"
"32294453","2020-04-16","J Obstet Gynecol Neonatal Nurs"
"32294374","2020-04-16","N Engl J Med"
"32294372","2020-04-16","N Engl J Med"
"32294345","2020-04-16","N Engl J Med"
"32294342","2020-04-16","N Engl J Med"
"32294340","2020-04-16","N Engl J Med"
"32294339","2020-04-16","N Engl J Med"
"32294322","2020-04-16","Obesity (Silver Spring)"
"32294321","2020-04-16","J Thromb Haemost"
"32294297","2020-04-16","Obesity (Silver Spring)"
"32294295","2020-04-16","J Thromb Haemost"
"32294289","2020-04-16","J Thromb Haemost"
"32294285","2020-04-16","Liver Int"
"32294282","2020-04-16","J Eur Acad Dermatol Venereol"
"32294273","2020-04-16","J Eur Acad Dermatol Venereol"
"32294271","2020-04-16","J Eur Acad Dermatol Venereol"
"32294270","2020-04-16","J Eur Acad Dermatol Venereol"
"32294269","2020-04-16","J Intern Med"
"32294265","2020-04-16","J Eur Acad Dermatol Venereol"
"32294264","2020-04-16","J Eur Acad Dermatol Venereol"
"32294262","2020-04-16","J Eur Acad Dermatol Venereol"
"32294259","2020-04-16","J Eur Acad Dermatol Venereol"
"32294258","2020-04-16","J Eur Acad Dermatol Venereol"
"32294248","2020-04-16","Eur J Clin Invest"
"32294238","2020-04-16","Eur J Clin Invest"
"32294236","2020-04-16","Eur J Clin Invest"
"32294229","2020-04-16","Aust N Z J Obstet Gynaecol"
"32294179","2020-04-16","Endocr Rev"
"32294152","2020-04-16","Ann Intern Med"
"32294078","2020-04-16","Med Sci Monit"
"32294077","2020-04-16","J Psychiatr Pract"
"32294052","2020-04-16","JMIR Mhealth Uhealth"
"32294051","2020-04-16","Emerg Infect Dis"
"32293940","2020-04-16","JCO Glob Oncol"
"32293910","2020-04-16","Circulation"
"32293905","2020-04-16","Am J Respir Crit Care Med"
"32293875","2020-04-16","Biochemistry"
"32293835","2020-04-16","Turk J Med Sci"
"32293834","2020-04-16","Turk J Med Sci"
"32293833","2020-04-16","Turk J Med Sci"
"32293832","2020-04-16","Turk J Med Sci"
"32293831","2020-04-16","Turk J Med Sci"
"32293817","2020-04-16","Eur J Phys Rehabil Med"
"32293816","2020-04-16","Eur J Phys Rehabil Med"
"32293807","2020-04-16","J Int AIDS Soc"
"32293753","2020-04-16","J Med Virol"
"32293743","2020-04-16","J Med Virol"
"32293741","2020-04-16","J Med Virol"
"32293717","2020-04-16","Cochrane Database Syst Rev"
"32293716","2020-04-16","J Med Virol"
"32293715","2020-04-16","Br J Surg"
"32293714","2020-04-16","J Med Virol"
"32293713","2020-04-16","J Med Virol"
"32293711","2020-04-16","J Med Virol"
"32293710","2020-04-16","J Med Virol"
"32293709","2020-04-16","J Med Virol"
"32293690","2020-04-16","Oncology (Williston Park)"
"32293678","2020-04-16","Neurosurgery"
"32293677","2020-04-16","Neurosurgery"
"32293675","2020-04-16","Eur Heart J"
"32293672","2020-04-16","Eur Heart J"
"32293646","2020-04-16","JAMA"
"32293639","2020-04-16","JAMA"
"32293582","2020-04-16","JMIR Public Health Surveill"
"32293580","2020-04-16","J Med Internet Res"
"32293558","2020-04-16","Acta Med Port"
"32293555","2020-04-16","Br J Psychiatry"
"32293554","2020-04-16","Int Psychogeriatr"
"32293518","2020-04-16","Crit Care"
"32293511","2020-04-16","Trials"
"32293449","2020-04-16","Respir Res"
"32293225","2020-04-16","Radiology"
"32293224","2020-04-16","Radiology"
"32293214","2020-04-16","J Manag Care Spec Pharm"
"32293168","2020-04-16","ACS Nano"
"32293098","2020-04-16","Arthritis Rheumatol"
"32293083","2020-04-16","J Thromb Haemost"
"32293023","2020-04-16","J Am Geriatr Soc"
"32293020","2020-04-16","Lakartidningen"
"32293018","2020-04-16","Lakartidningen"
"32293003","2020-04-16","Cardiovasc Res"
"32292919","2020-04-16","JACC CardioOncol"
"32292917","2020-04-16","JACC Case Rep"
"32292916","2020-04-16","JACC Case Rep"
"32292915","2020-04-16","JACC Case Rep"
"32292914","2020-04-16","Arthrosc Sports Med Rehabil"
"32292913","2020-04-16","Nat Cancer"
"32292911","2020-04-16","Glob Epidemiol"
"32292909","2020-04-16","Med Drug Discov"
"32292908","2020-04-16","Med Drug Discov"
"32292907","2020-04-16","Med Drug Discov"
"32292906","2020-04-16","Med Drug Discov"
"32292905","2020-04-16","Kidney Med"
"32292904","2020-04-16","Kidney Med"
"32292903","2020-04-16","Am J Obstet Gynecol MFM"
"32292902","2020-04-16","Am J Obstet Gynecol MFM"
"32292901","2020-04-16","J Transl Autoimmun"
"32292900","2020-04-16","EClinicalMedicine"
"32292899","2020-04-16","EClinicalMedicine"
"32292898","2020-04-16","EClinicalMedicine"
"32292897","2020-04-16","EClinicalMedicine"
"32292884","2020-04-16","SN Compr Clin Med"
"32292883","2020-04-16","SN Compr Clin Med"
"32292881","2020-04-16","Cell Stress"
"32292880","2020-04-16","Chin J Acad Radiol"
"32292879","2020-04-16","Chin J Acad Radiol"
"32292871","2020-04-16","Pharmacoecon Open"
"32292869","2020-04-16","Laparosc Endosc Robot Surg"
"32292868","2020-04-16","Infect Dis Model"
"32292867","2020-04-16","Kidney Int Rep"
"32292866","2020-04-16","Kidney Int Rep"
"32292865","2020-04-16","Kidney Int Rep"
"32292848","2020-04-16","JACC Basic Transl Sci"
"32292847","2020-04-16","JACC Basic Transl Sci"
"32292846","2020-04-16","JACC Basic Transl Sci"
"32292843","2020-04-16","Adv Radiat Oncol"
"32292842","2020-04-16","Adv Radiat Oncol"
"32292841","2020-04-16","Adv Radiat Oncol"
"32292839","2020-04-16","Adv Radiat Oncol"
"32292838","2020-04-16","Adv Radiat Oncol"
"32292837","2020-04-16","Adv Radiat Oncol"
"32292826","2020-04-16","Wellcome Open Res"
"32292817","2020-04-16","One Health"
"32292816","2020-04-16","One Health"
"32292815","2020-04-16","One Health"
"32292814","2020-04-16","One Health"
"32292810","2020-04-16","Ethics Med Public Health"
"32292805","2020-04-16","Data Brief"
"32292804","2020-04-16","Curr Med Res Pract"
"32292802","2020-04-16","Virusdisease"
"32292707","2020-04-16","J Behav Exp Finance"
"32292697","2020-04-16","J Orthop Translat"
"32292696","2020-04-16","HeartRhythm Case Rep"
"32292693","2020-04-16","J Bone Oncol"
"32292691","2020-04-16","Spat Stat"
"32292690","2020-04-16","Afr J Emerg Med"
"32292627","2020-04-16","Engineering (Beijing)"
"32292626","2020-04-16","Engineering (Beijing)"
"32292624","2020-04-16","J Pharm Anal"
"32292623","2020-04-16","J Pharm Anal"
"32292622","2020-04-16","Saf Health Work"
"32292590","2020-04-16","New Microbes New Infect"
"32292589","2020-04-16","New Microbes New Infect"
"32292588","2020-04-16","New Microbes New Infect"
"32292587","2020-04-16","New Microbes New Infect"
"32292533","2020-04-16",""
"32292532","2020-04-16",""
"32292531","2020-04-16",""
"32292530","2020-04-16","Rev Fr Allergol (2009)"
"32292529","2020-04-16","Eur J Integr Med"
"32292527","2020-04-16","Stat Biosci"
"32292517","2020-04-16","Theranostics"
"32292320","2020-04-16","J Taibah Univ Med Sci"
"32292319","2020-04-16","Clean Technol Environ Policy"
"32292308","2020-04-16","Teach Learn Nurs"
"32292300","2020-04-16","J Nurse Pract"
"32292297","2020-04-16","Nurse Lead"
"32292290","2020-04-16","Notf Rett Med"
"32292266","2020-04-16","Drugs Ther Perspect"
"32292265","2020-04-16","Drugs Ther Perspect"
"32292261","2020-04-16","J King Saud Univ Sci"
"32292260","2020-04-16","Saudi Dent J"
"32292259","2020-04-16","World J Acupunct Moxibustion"
"32292257","2020-04-16","J Clin Orthop Trauma"
"32292256","2020-04-16","J Clin Orthop Trauma"
"32292253","2020-04-16","J Maxillofac Oral Surg"
"32292252","2020-04-16","Indian J Surg"
"32292248","2020-04-16","Knowl Based Syst"
"32292244","2020-04-16","Sci Educ (Dordr)"
"32292239","2020-04-16","Comput Human Behav"
"32292235","2020-04-16","Med J Armed Forces India"
"32292234","2020-04-16","Med J Armed Forces India"
"32292232","2020-04-16","Med J Armed Forces India"
"32292228","2020-04-16","Rev Esp Cardiol"
"32292227","2020-04-16","Rev Esp Cardiol"
"32292226","2020-04-16","Rev Esp Cardiol"
"32292217","2020-04-16","Polym Degrad Stab"
"32292213","2020-04-16","Monatsschr Kinderheilkd"
"32292206","2020-04-16","Geoforum"
"32292205","2020-04-16","Rev Clin Esp"
"32292181","2020-04-16","Pathologica"
"32292113","2020-04-16","Stem Cells Dev"
"32292054","2020-04-16","Clin Pediatr (Phila)"
"32292053","2020-04-16","Clin Pediatr (Phila)"
"32292015","2020-04-16","Balkan Med J"
"32292014","2020-04-16","Balkan Med J"
"32292012","2020-04-16","Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi"
"32291968","2020-04-16","Thorac Cancer"
"32291939","2020-04-16","Thorac Cancer"
"32291906","2020-04-16","J Thromb Haemost"
"32291903","2020-04-16","Int Forum Allergy Rhinol"
"32291894","2020-04-16","Environ Microbiol"
"32291872","2020-04-16","Int Forum Allergy Rhinol"
"32291858","2020-04-16","J Paediatr Child Health"
"32291828","2020-04-16","Dermatol Ther"
"32291807","2020-04-16","Photodermatol Photoimmunol Photomed"
"32291797","2020-04-16","Mov Disord"
"32291701","2020-04-16","Obes Surg"
"32291633","2020-04-16","Can J Anaesth"
"32291630","2020-04-16","Can J Anaesth"
"32291624","2020-04-16","Can J Anaesth"
"32291502","2020-04-16","Eur Radiol"
"32291501","2020-04-16","Eur Radiol"
"32291463","2020-04-16","Intensive Care Med"
"32291449","2020-04-16","Nephrol Dial Transplant"
"32291402","2020-04-16","Eye (Lond)"
"32291399","2020-04-16","Mod Pathol"
"32291382","2020-04-16","Indian Pediatr"
"32291377","2020-04-16","Acta Med Indones"
"32291376","2020-04-16","Acta Med Indones"
"32291374","2020-04-16","Acta Med Indones"
"32291373","2020-04-16","Acta Med Indones"
"32291365","2020-04-16","Acta Med Indones"
"32291351","2020-04-16","mSystems"
"32291278","2020-04-16","Science"
"32291274","2020-04-16","BMJ"
"32291266","2020-04-16","BMJ"
"32291262","2020-04-16","BMJ"
"32291260","2020-04-16","BMJ"
"32291259","2020-04-16","BMJ"
"32291254","2020-04-16","BMJ"
"32291244","2020-04-16","Infect Dis Health"
"32291227","2020-04-16","J Physiother"
"32291208","2020-04-16","J Pediatr Urol"
"32291207","2020-04-16","Int J Cardiol"
"32291202","2020-04-16","Pulmonology"
"32291198","2020-04-16","J Ren Nutr"
"32291197","2020-04-16","Diagn Interv Imaging"
"32291196","2020-04-16","Eur J Intern Med"
"32291167","2020-04-16","Dig Liver Dis"
"32291154","2020-04-16","Oral Oncol"
"32291153","2020-04-16","Oral Oncol"
"32291137","2020-04-16","J Autoimmun"
"32291136","2020-04-16","J Formos Med Assoc"
"32291122","2020-04-16","Radiography (Lond)"
"32291112","2020-04-16","Trends Pharmacol Sci"
"32291104","2020-04-16","Am J Infect Control"
"32291103","2020-04-16","Am J Infect Control"
"32291098","2020-04-16","Ophthalmology"
"32291094","2020-04-16","Thromb Res"
"32291082","2020-04-16","J Healthc Qual Res"
"32291080","2020-04-16","Clin Radiol"
"32291076","2020-04-16","Biochem Biophys Res Commun"
"32290905","2020-04-16","Euro Surveill"
"32290904","2020-04-16","Euro Surveill"
"32290902","2020-04-16","Euro Surveill"
"32290901","2020-04-16","Euro Surveill"
"32290887","2020-04-16","CJEM"
"32290883","2020-04-16","Infect Control Hosp Epidemiol"
"32290856","2020-04-16","Crit Care"
"32290850","2020-04-16","Crit Care"
"32290847","2020-04-16","J Transl Med"
"32290839","2020-04-16","J Transl Med"
"32290816","2020-04-16","BMC Med Res Methodol"
"32290754","2020-04-16","Immunotherapy"
"32290684","2020-04-16","Bioanalysis"
"32290680","2020-04-16","Eur J Prev Cardiol"
"32290644","2020-04-16","Monaldi Arch Chest Dis"
"32290643","2020-04-16","Panminerva Med"
"32290445","2020-04-16","Int J Environ Res Public Health"
"32290348","2020-04-16","Pharmaceuticals (Basel)"
"32290293","2020-04-16","Int J Mol Sci"
"32290077","2020-04-16","Viruses"
"32294373","2020-04-16","N Engl J Med"
"32292689","2020-04-16","Acta Pharm Sin B"
"32292688","2020-04-16","J Psychosoc Rehabil Ment Health"
"32292687","2020-04-16","Curr Treat Options Psychiatry"
