"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Opthomology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Statistical modelling/analytical studies","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"707","T Qiu, T Mao, Y Wang, M Zhou, J Qiu, J Wang, J Xu, Z Cao","Identification of potential cross-protective epitope between a new type of coronavirus (2019-nCoV) and severe acute respiratory syndrome virus.",,"Jan 2020","Journal of genetics and genomics = Yi chuan xue bao","32171450","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"707","T Qiu, T Mao, Y Wang, M Zhou, J Qiu, J Wang, J Xu, Z Cao","Identification of potential cross-protective epitope between a new type of coronavirus (2019-nCoV) and severe acute respiratory syndrome virus.",,"Jan 2020","Journal of genetics and genomics = Yi chuan xue bao","32171450","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Virology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"708","D Baud, X Qi, K Nielsen-Saines, D Musso, L Pomar, G Favre","Real estimates of mortality following COVID-19 infection.",,"Mar 2020","The Lancet. Infectious diseases","32171390","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"708","D Baud, X Qi, K Nielsen-Saines, D Musso, L Pomar, G Favre","Real estimates of mortality following COVID-19 infection.",,"Mar 2020","The Lancet. Infectious diseases","32171390","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Epidemiology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"709","H Han, Q Luo, F Mo, L Long, W Zheng","SARS-CoV-2 RNA more readily detected in induced sputum than in throat swabs of convalescent COVID-19 patients.",,"Mar 2020","The Lancet. Infectious diseases","32171389","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,,,,,,,,"Letter to the Editor/Opinion",,,,"Other","Public Health",,"Yes",
"709","H Han, Q Luo, F Mo, L Long, W Zheng","SARS-CoV-2 RNA more readily detected in induced sputum than in throat swabs of convalescent COVID-19 patients.",,"Mar 2020","The Lancet. Infectious diseases","32171389","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Medical microbio",,,,,"Case report",,,,,,,,,,,"Yes",
"711","P Conti, G Ronconi, A Caraffa, CE Gallenga, R Ross, I Frydas, SK Kritas","Induction of pro-inflammatory cytokines (IL-1 and IL-6) and lung inflammation by Coronavirus-19 (COVI-19 or SARS-CoV-2): anti-inflammatory strategies.","Coronavirus-19 (COVI-19) involves humans as well as animals and may cause serious damage to the respiratory tract, including the lung: coronavirus disease (COVID-19). This pathogenic virus has been identified in swabs performed on the throat and nose of patients who suffer from or are suspected of the disease. When COVI-19 infect the upper and lower respiratory tract it can cause mild or highly acute respiratory syndrome with consequent release of pro-inflammatory cytokines, including interleukin (IL)-1β and IL-6. 

The binding of COVI-19 to the Toll Like Receptor (TLR) causes the release of pro-IL-1β which is cleaved by caspase-1, followed by inflammasome activation and production of active mature IL-1β which is a mediator of lung inflammation, fever and fibrosis. Suppression of pro-inflammatory IL-1 family members and IL-6 have been shown to have a therapeutic effect in many inflammatory diseases, including viral infections. 

Cytokine IL-37 has the ability to suppress innate and acquired immune response and also has the capacity to inhibit inflammation by acting on IL-18Rα receptor. IL-37 performs its immunosuppressive activity by acting on mTOR and increasing the adenosine monophosphate (AMP) kinase. This cytokine inhibits class II histocompatibility complex (MHC) molecules and inflammation in inflammatory diseases by suppressing MyD88 and subsequently IL-1β, IL-6, TNF and CCL2. The suppression of IL-1β by IL-37 in inflammatory state induced by coronavirus-19 can have a new therapeutic effect previously unknown. Another inhibitory cytokine is IL-38, the newest cytokine of the IL-1 family members, produced by several immune cells including B cells and macrophages. 

IL-38 is also a suppressor cytokine which inhibits IL-1β and other pro-inflammatory IL-family members. IL-38 is a potential therapeutic cytokine which inhibits inflammation in viral infections including that caused by coronavirus-19, providing a new relevant strategy.  ","03 2020","Journal of biological regulators and homeostatic agents","32171193","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"711","P Conti, G Ronconi, A Caraffa, CE Gallenga, R Ross, I Frydas, SK Kritas","Induction of pro-inflammatory cytokines (IL-1 and IL-6) and lung inflammation by Coronavirus-19 (COVI-19 or SARS-CoV-2): anti-inflammatory strategies.","Coronavirus-19 (COVI-19) involves humans as well as animals and may cause serious damage to the respiratory tract, including the lung: coronavirus disease (COVID-19). This pathogenic virus has been identified in swabs performed on the throat and nose of patients who suffer from or are suspected of the disease. When COVI-19 infect the upper and lower respiratory tract it can cause mild or highly acute respiratory syndrome with consequent release of pro-inflammatory cytokines, including interleukin (IL)-1β and IL-6. 

The binding of COVI-19 to the Toll Like Receptor (TLR) causes the release of pro-IL-1β which is cleaved by caspase-1, followed by inflammasome activation and production of active mature IL-1β which is a mediator of lung inflammation, fever and fibrosis. Suppression of pro-inflammatory IL-1 family members and IL-6 have been shown to have a therapeutic effect in many inflammatory diseases, including viral infections. 

Cytokine IL-37 has the ability to suppress innate and acquired immune response and also has the capacity to inhibit inflammation by acting on IL-18Rα receptor. IL-37 performs its immunosuppressive activity by acting on mTOR and increasing the adenosine monophosphate (AMP) kinase. This cytokine inhibits class II histocompatibility complex (MHC) molecules and inflammation in inflammatory diseases by suppressing MyD88 and subsequently IL-1β, IL-6, TNF and CCL2. The suppression of IL-1β by IL-37 in inflammatory state induced by coronavirus-19 can have a new therapeutic effect previously unknown. Another inhibitory cytokine is IL-38, the newest cytokine of the IL-1 family members, produced by several immune cells including B cells and macrophages. 

IL-38 is also a suppressor cytokine which inhibits IL-1β and other pro-inflammatory IL-family members. IL-38 is a potential therapeutic cytokine which inhibits inflammation in viral infections including that caused by coronavirus-19, providing a new relevant strategy.  ","03 2020","Journal of biological regulators and homeostatic agents","32171193","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,"Other","Virology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"715","F Zhou, T Yu, R Du, G Fan, Y Liu, Z Liu, J Xiang, Y Wang, B Song, X Gu, L Guan, Y Wei, H Li, X Wu, J Xu, S Tu, Y Zhang, H Chen, B Cao","Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study.","BACKGROUND: Since December, 2019, Wuhan, China, has experienced an outbreak of coronavirus disease 2019 (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Epidemiological and clinical characteristics of patients with COVID-19 have been reported but risk factors for mortality and a detailed clinical course of illness, including viral shedding, have not been well described.  METHODS: In this retrospective, multicentre cohort study, we included all adult inpatients (≥18 years old) with laboratory-confirmed COVID-19 from Jinyintan Hospital and Wuhan Pulmonary Hospital (Wuhan, China) who had been discharged or had died by Jan 31, 2020. Demographic, clinical, treatment, and laboratory data, including serial samples for viral RNA detection, were extracted from electronic medical records and compared between survivors and non-survivors. We used univariable and multivariable logistic regression methods to explore the risk factors associated with in-hospital death.  FINDINGS: 191 patients (135 from Jinyintan Hospital and 56 from Wuhan Pulmonary Hospital) were included in this study, of whom 137 were discharged and 54 died in hospital. 91 (48%) patients had a comorbidity, with hypertension being the most common (58 [30%] patients), followed by diabetes (36 [19%] patients) and coronary heart disease (15 [8%] patients). Multivariable regression showed increasing odds of in-hospital death associated with older age (odds ratio 1·10, 95% CI 1·03-1·17, per year increase; p=0·0043), higher Sequential Organ Failure Assessment (SOFA) score (5·65, 2·61-12·23; p<0·0001), and d-dimer greater than 1 μg/L (18·42, 2·64-128·55; p=0·0033) on admission. Median duration of viral shedding was 20·0 days (IQR 17·0-24·0) in survivors, but SARS-CoV-2 was detectable until death in non-survivors. The longest observed duration of viral shedding in survivors was 37 days.  INTERPRETATION: The potential risk factors of older age, high SOFA score, and d-dimer greater than 1 μg/L could help clinicians to identify patients with poor prognosis at an early stage. Prolonged viral shedding provides the rationale for a strategy of isolation of infected patients and optimal antiviral interventions in the future.  FUNDING: Chinese Academy of Medical Sciences Innovation Fund for Medical Sciences; National Science Grant for Distinguished Young Scholars; National Key Research and Development Program of China; The Beijing Science and Technology Project; and Major Projects of National Science and Technology on New Drug Creation and Development.  ","Mar 2020","Lancet (London, England)","32171076","Meghanglibbery","1","Yes","Cohort Studies",,,,,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
"715","F Zhou, T Yu, R Du, G Fan, Y Liu, Z Liu, J Xiang, Y Wang, B Song, X Gu, L Guan, Y Wei, H Li, X Wu, J Xu, S Tu, Y Zhang, H Chen, B Cao","Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study.","BACKGROUND: Since December, 2019, Wuhan, China, has experienced an outbreak of coronavirus disease 2019 (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Epidemiological and clinical characteristics of patients with COVID-19 have been reported but risk factors for mortality and a detailed clinical course of illness, including viral shedding, have not been well described.  METHODS: In this retrospective, multicentre cohort study, we included all adult inpatients (≥18 years old) with laboratory-confirmed COVID-19 from Jinyintan Hospital and Wuhan Pulmonary Hospital (Wuhan, China) who had been discharged or had died by Jan 31, 2020. Demographic, clinical, treatment, and laboratory data, including serial samples for viral RNA detection, were extracted from electronic medical records and compared between survivors and non-survivors. We used univariable and multivariable logistic regression methods to explore the risk factors associated with in-hospital death.  FINDINGS: 191 patients (135 from Jinyintan Hospital and 56 from Wuhan Pulmonary Hospital) were included in this study, of whom 137 were discharged and 54 died in hospital. 91 (48%) patients had a comorbidity, with hypertension being the most common (58 [30%] patients), followed by diabetes (36 [19%] patients) and coronary heart disease (15 [8%] patients). Multivariable regression showed increasing odds of in-hospital death associated with older age (odds ratio 1·10, 95% CI 1·03-1·17, per year increase; p=0·0043), higher Sequential Organ Failure Assessment (SOFA) score (5·65, 2·61-12·23; p<0·0001), and d-dimer greater than 1 μg/L (18·42, 2·64-128·55; p=0·0033) on admission. Median duration of viral shedding was 20·0 days (IQR 17·0-24·0) in survivors, but SARS-CoV-2 was detectable until death in non-survivors. The longest observed duration of viral shedding in survivors was 37 days.  INTERPRETATION: The potential risk factors of older age, high SOFA score, and d-dimer greater than 1 μg/L could help clinicians to identify patients with poor prognosis at an early stage. Prolonged viral shedding provides the rationale for a strategy of isolation of infected patients and optimal antiviral interventions in the future.  FUNDING: Chinese Academy of Medical Sciences Innovation Fund for Medical Sciences; National Science Grant for Distinguished Young Scholars; National Key Research and Development Program of China; The Beijing Science and Technology Project; and Major Projects of National Science and Technology on New Drug Creation and Development.  ","Mar 2020","Lancet (London, England)","32171076","jasper.ho","1","Yes","Cohort Studies",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"718","H Cai","Sex difference and smoking predisposition in patients with COVID-19.",,"Mar 2020","The Lancet. Respiratory medicine","32171067","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"718","H Cai","Sex difference and smoking predisposition in patients with COVID-19.",,"Mar 2020","The Lancet. Respiratory medicine","32171067","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,"Respirology",,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,,"Yes",
"719","RR Ayebare, R Flick, S Okware, B Bodo, M Lamorde","Adoption of COVID-19 triage strategies for low-income settings.",,"Mar 2020","The Lancet. Respiratory medicine","32171063","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"719","RR Ayebare, R Flick, S Okware, B Bodo, M Lamorde","Adoption of COVID-19 triage strategies for low-income settings.",,"Mar 2020","The Lancet. Respiratory medicine","32171063","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Public health",,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"720","L Fang, G Karakiulakis, M Roth","Are patients with hypertension and diabetes mellitus at increased risk for COVID-19 infection?",,"Mar 2020","The Lancet. Respiratory medicine","32171062","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"720","L Fang, G Karakiulakis, M Roth","Are patients with hypertension and diabetes mellitus at increased risk for COVID-19 infection?",,"Mar 2020","The Lancet. Respiratory medicine","32171062","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"721","AJ Kucharski, TW Russell, C Diamond, Y Liu, J Edmunds, S Funk, RM Eggo,  ","Early dynamics of transmission and control of COVID-19: a mathematical modelling study.","BACKGROUND: An outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has led to 95 333 confirmed cases as of March 5, 2020. Understanding the early transmission dynamics of the infection and evaluating the effectiveness of control measures is crucial for assessing the potential for sustained transmission to occur in new areas. Combining a mathematical model of severe SARS-CoV-2 transmission with four datasets from within and outside Wuhan, we estimated how transmission in Wuhan varied between December, 2019, and February, 2020. We used these estimates to assess the potential for sustained human-to-human transmission to occur in locations outside Wuhan if cases were introduced.  METHODS: We combined a stochastic transmission model with data on cases of coronavirus disease 2019 (COVID-19) in Wuhan and international cases that originated in Wuhan to estimate how transmission had varied over time during January, 2020, and February, 2020. Based on these estimates, we then calculated the probability that newly introduced cases might generate outbreaks in other areas. To estimate the early dynamics of transmission in Wuhan, we fitted a stochastic transmission dynamic model to multiple publicly available datasets on cases in Wuhan and internationally exported cases from Wuhan. The four datasets we fitted to were: daily number of new internationally exported cases (or lack thereof), by date of onset, as of Jan 26, 2020; daily number of new cases in Wuhan with no market exposure, by date of onset, between Dec 1, 2019, and Jan 1, 2020; daily number of new cases in China, by date of onset, between Dec 29, 2019, and Jan 23, 2020; and proportion of infected passengers on evacuation flights between Jan 29, 2020, and Feb 4, 2020. We used an additional two datasets for comparison with model outputs: daily number of new exported cases from Wuhan (or lack thereof) in countries with high connectivity to Wuhan (ie, top 20 most at-risk countries), by date of confirmation, as of Feb 10, 2020; and data on new confirmed cases reported in Wuhan between Jan 16, 2020, and Feb 11, 2020.  FINDINGS: We estimated that the median daily reproduction number (R) in Wuhan declined from 2·35 (95% CI 1·15-4·77) 1 week before travel restrictions were introduced on Jan 23, 2020, to 1·05 (0·41-2·39) 1 week after. Based on our estimates of R, assuming SARS-like variation, we calculated that in locations with similar transmission potential to Wuhan in early January, once there are at least four independently introduced cases, there is a more than 50% chance the infection will establish within that population.  INTERPRETATION: Our results show that COVID-19 transmission probably declined in Wuhan during late January, 2020, coinciding with the introduction of travel control measures. As more cases arrive in international locations with similar transmission potential to Wuhan before these control measures, it is likely many chains of transmission will fail to establish initially, but might lead to new outbreaks eventually.  FUNDING: Wellcome Trust, Health Data Research UK, Bill & Melinda Gates Foundation, and National Institute for Health Research.  ","Mar 2020","The Lancet. Infectious diseases","32171059","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Epidemiology",,,,,,,,,,,,,"Other","Epidemiology",,"Yes",
"721","AJ Kucharski, TW Russell, C Diamond, Y Liu, J Edmunds, S Funk, RM Eggo,  ","Early dynamics of transmission and control of COVID-19: a mathematical modelling study.","BACKGROUND: An outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has led to 95 333 confirmed cases as of March 5, 2020. Understanding the early transmission dynamics of the infection and evaluating the effectiveness of control measures is crucial for assessing the potential for sustained transmission to occur in new areas. Combining a mathematical model of severe SARS-CoV-2 transmission with four datasets from within and outside Wuhan, we estimated how transmission in Wuhan varied between December, 2019, and February, 2020. We used these estimates to assess the potential for sustained human-to-human transmission to occur in locations outside Wuhan if cases were introduced.  METHODS: We combined a stochastic transmission model with data on cases of coronavirus disease 2019 (COVID-19) in Wuhan and international cases that originated in Wuhan to estimate how transmission had varied over time during January, 2020, and February, 2020. Based on these estimates, we then calculated the probability that newly introduced cases might generate outbreaks in other areas. To estimate the early dynamics of transmission in Wuhan, we fitted a stochastic transmission dynamic model to multiple publicly available datasets on cases in Wuhan and internationally exported cases from Wuhan. The four datasets we fitted to were: daily number of new internationally exported cases (or lack thereof), by date of onset, as of Jan 26, 2020; daily number of new cases in Wuhan with no market exposure, by date of onset, between Dec 1, 2019, and Jan 1, 2020; daily number of new cases in China, by date of onset, between Dec 29, 2019, and Jan 23, 2020; and proportion of infected passengers on evacuation flights between Jan 29, 2020, and Feb 4, 2020. We used an additional two datasets for comparison with model outputs: daily number of new exported cases from Wuhan (or lack thereof) in countries with high connectivity to Wuhan (ie, top 20 most at-risk countries), by date of confirmation, as of Feb 10, 2020; and data on new confirmed cases reported in Wuhan between Jan 16, 2020, and Feb 11, 2020.  FINDINGS: We estimated that the median daily reproduction number (R) in Wuhan declined from 2·35 (95% CI 1·15-4·77) 1 week before travel restrictions were introduced on Jan 23, 2020, to 1·05 (0·41-2·39) 1 week after. Based on our estimates of R, assuming SARS-like variation, we calculated that in locations with similar transmission potential to Wuhan in early January, once there are at least four independently introduced cases, there is a more than 50% chance the infection will establish within that population.  INTERPRETATION: Our results show that COVID-19 transmission probably declined in Wuhan during late January, 2020, coinciding with the introduction of travel control measures. As more cases arrive in international locations with similar transmission potential to Wuhan before these control measures, it is likely many chains of transmission will fail to establish initially, but might lead to new outbreaks eventually.  FUNDING: Wellcome Trust, Health Data Research UK, Bill & Melinda Gates Foundation, and National Institute for Health Research.  ","Mar 2020","The Lancet. Infectious diseases","32171059","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Epidemiology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"722","R Mao, J Liang, J Shen, S Ghosh, LR Zhu, H Yang, KC Wu, MH Chen,  ,  ","Implications of COVID-19 for patients with pre-existing digestive diseases.",,"Mar 2020","The lancet. Gastroenterology & hepatology","32171057","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"722","R Mao, J Liang, J Shen, S Ghosh, LR Zhu, H Yang, KC Wu, MH Chen,  ,  ","Implications of COVID-19 for patients with pre-existing digestive diseases.",,"Mar 2020","The lancet. Gastroenterology & hepatology","32171057","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,,"Yes",
"727","F He, Y Deng, W Li","Coronavirus Disease 2019 (COVID-19): What we know?","In late December 2019, a cluster of unexplained pneumonia cases has been reported in Wuhan, China. A few days later, the causative agent of this mysterious pneumonia was identified as a novel coronavirus. This causative virus has been temporarily named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the relevant infected disease has been named as coronavirus disease 2019 (COVID-19) by the World Health Organization respectively. The COVID-19 epidemic is spreading in China and all over the world now. The purpose of this review is primarily to review the pathogen, clinical features, diagnosis, and treatment of COVID-19, but also to comment briefly on the epidemiology and pathology based on the current evidences. This article is protected by copyright. All rights reserved.  ","Mar 2020","Journal of medical virology","32170865","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"727","F He, Y Deng, W Li","Coronavirus Disease 2019 (COVID-19): What we know?","In late December 2019, a cluster of unexplained pneumonia cases has been reported in Wuhan, China. A few days later, the causative agent of this mysterious pneumonia was identified as a novel coronavirus. This causative virus has been temporarily named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the relevant infected disease has been named as coronavirus disease 2019 (COVID-19) by the World Health Organization respectively. The COVID-19 epidemic is spreading in China and all over the world now. The purpose of this review is primarily to review the pathogen, clinical features, diagnosis, and treatment of COVID-19, but also to comment briefly on the epidemiology and pathology based on the current evidences. This article is protected by copyright. All rights reserved.  ","Mar 2020","Journal of medical virology","32170865","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,,"Yes",
"728","L Xu, J Liu, M Lu, D Yang, X Zheng","Liver injury during highly pathogenic human coronavirus infections.","The severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2), the pathogen of 2019 novel coronavirus disease (COVID-19), has posed a serious threat to global public health. The WHO has declared the outbreak of SARS-CoV-2 infection an international public health emergency. Lung lesions have been considered as the major damage caused by SARS-CoV-2 infection. However, liver injury has also been reported to occur during the course of the disease in severe cases. Similarly, previous studies have shown that liver damage was common in the patients infected by the other two highly pathogenic coronavirus - severe acute respiratory syndrome coronavirus (SARS-CoV) and the Middle East respiratory syndrome coronavirus (MERS-CoV), and associated with the severity of diseases. In this review, the characteristics and mechanism of liver injury caused by SARS-CoV, MERS-CoV, as well as SARS-CoV-2 infection were summarized, which may provide help for further studies on the liver injury of COVID-19.  ","Mar 2020","Liver international : official journal of the International Association for the Study of the Liver","32170806","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
"728","L Xu, J Liu, M Lu, D Yang, X Zheng","Liver injury during highly pathogenic human coronavirus infections.","The severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2), the pathogen of 2019 novel coronavirus disease (COVID-19), has posed a serious threat to global public health. The WHO has declared the outbreak of SARS-CoV-2 infection an international public health emergency. Lung lesions have been considered as the major damage caused by SARS-CoV-2 infection. However, liver injury has also been reported to occur during the course of the disease in severe cases. Similarly, previous studies have shown that liver damage was common in the patients infected by the other two highly pathogenic coronavirus - severe acute respiratory syndrome coronavirus (SARS-CoV) and the Middle East respiratory syndrome coronavirus (MERS-CoV), and associated with the severity of diseases. In this review, the characteristics and mechanism of liver injury caused by SARS-CoV, MERS-CoV, as well as SARS-CoV-2 infection were summarized, which may provide help for further studies on the liver injury of COVID-19.  ","Mar 2020","Liver international : official journal of the International Association for the Study of the Liver","32170806","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"729","Y Yan, H Chen, L Chen, B Cheng, P Diao, L Dong, X Gao, H Gu, L He, C Ji, H Jin, W Lai, T Lei, L Li, L Li, R Li, D Liu, W Liu, Q Lu, Y Shi, J Song, J Tao, B Wang, G Wang, Y Wu, L Xiang, J Xie, J Xu, Z Yao, F Zhang, J Zhang, S Zhong, H Li, H Li","Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.","Health professions preventing and controlling Coronavirus Disease 2019 are prone to skin and mucous membrane injury, which may cause acute and chronic dermatitis, secondary infection and aggravation of underlying skin diseases. This is a consensus of Chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection, mask- and goggles-related face protection, UV-related protection, eye protection, nasal and oral mucosa protection, outer ear and hair protection. It is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. Insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. At the same time, using moisturizing products is highly recommended to achieve better protection. This article is protected by copyright. All rights reserved.  ","Mar 2020","Dermatologic therapy","32170800","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"729","Y Yan, H Chen, L Chen, B Cheng, P Diao, L Dong, X Gao, H Gu, L He, C Ji, H Jin, W Lai, T Lei, L Li, L Li, R Li, D Liu, W Liu, Q Lu, Y Shi, J Song, J Tao, B Wang, G Wang, Y Wu, L Xiang, J Xie, J Xu, Z Yao, F Zhang, J Zhang, S Zhong, H Li, H Li","Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.","Health professions preventing and controlling Coronavirus Disease 2019 are prone to skin and mucous membrane injury, which may cause acute and chronic dermatitis, secondary infection and aggravation of underlying skin diseases. This is a consensus of Chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection, mask- and goggles-related face protection, UV-related protection, eye protection, nasal and oral mucosa protection, outer ear and hair protection. It is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. Insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. At the same time, using moisturizing products is highly recommended to achieve better protection. This article is protected by copyright. All rights reserved.  ","Mar 2020","Dermatologic therapy","32170800","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Occupational health","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,,"Yes",
