"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> ENT","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> ICU","Speciality Bucket -> Infectious Disease","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Ophthalmology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Pediatrics","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Type of Publication -> Evidence-based guidance documents and guidelines","Type of Publication -> Systematic review/meta analysis","Type of Publication -> Observational  studies","Type of Publication -> Experimental studies","Type of Publication -> Natural history studies","Type of Publication -> Case report","Type of Publication -> Lab studies","Type of Publication -> Reports of interventions/treatments","Type of Publication -> Imaging studies","Type of Publication -> Letter to the Editor/Narrative Review","Type of Publication -> Statistical modelling/analytical studies","Should this reference be included in the next stage? ",
"1830","SF Pedersen, YC Ho","SARS-CoV-2: A Storm is Raging.","The pandemic coronavirus infectious disease (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is rapidly spreading across the globe. In this issue of the JCI, Chen and colleagues compared the clinical and immunologic characteristics between moderate versus severe COVID-19. The authors found that respiratory distress on admission is associated with unfavorable outcomes. Increased cytokine levels (IL-6, IL-10 and TNFα), lymphopenia (in CD4+ and CD8+ T cells), and decreased IFNγ expression in CD4+ T cells are associated with severe COVID-19. Overall, this study characterized the cytokine storm in severe COVID-19 and provides insights into immune therapeutics and vaccine design.  ","Mar 2020","The Journal of clinical investigation","32217834","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,"Yes",
"1830","SF Pedersen, YC Ho","SARS-CoV-2: A Storm is Raging.","The pandemic coronavirus infectious disease (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is rapidly spreading across the globe. In this issue of the JCI, Chen and colleagues compared the clinical and immunologic characteristics between moderate versus severe COVID-19. The authors found that respiratory distress on admission is associated with unfavorable outcomes. Increased cytokine levels (IL-6, IL-10 and TNFα), lymphopenia (in CD4+ and CD8+ T cells), and decreased IFNγ expression in CD4+ T cells are associated with severe COVID-19. Overall, this study characterized the cytokine storm in severe COVID-19 and provides insights into immune therapeutics and vaccine design.  ","Mar 2020","The Journal of clinical investigation","32217834","howdenje","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"Infectious Disease",,,,"Microbiology",,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"1836","WJ Guan, WH Liang, Y Zhao, HR Liang, ZS Chen, YM Li, XQ Liu, RC Chen, CL Tang, T Wang, CQ Ou, L Li, PY Chen, L Sang, W Wang, JF Li, CC Li, LM Ou, B Cheng, S Xiong, ZY Ni, J Xiang, Y Hu, L Liu, H Shan, CL Lei, YX Peng, L Wei, Y Liu, YH Hu, P Peng, JM Wang, JY Liu, Z Chen, G Li, ZJ Zheng, SQ Qiu, J Luo, CJ Ye, SY Zhu, LL Cheng, F Ye, SY Li, JP Zheng, NF Zhang, NS Zhong, JX He,  ","Comorbidity and its impact on 1590 patients with Covid-19 in China: A Nationwide Analysis.","BACKGROUND: The coronavirus disease 2019 (Covid-19) outbreak is evolving rapidly worldwide.  OBJECTIVE: To evaluate the risk of serious adverse outcomes in patients with coronavirus disease 2019 (Covid-19) by stratifying the comorbidity status.  METHODS: We analysed the data from 1590 laboratory-confirmed hospitalised patients 575 hospitals in 31 province/autonomous regions/provincial municipalities across mainland China between December 11, 2019 and January 31, 2020. We analyse the composite endpoints, which consisted of admission to intensive care unit, or invasive ventilation, or death. The risk of reaching to the composite endpoints was compared according to the presence and number of comorbidities.  RESULTS: The mean age was 48.9 years. 686 patients (42.7%) were females. Severe cases accounted for 16.0% of the study population. 131 (8.2%) patients reached to the composite endpoints. 399 (25.1%) reported having at least one comorbidity. The most prevalent comorbidity was hypertension (16.9%), followed by diabetes (8.2%). 130 (8.2%) patients reported having two or more comorbidities. After adjusting for age and smoking status, COPD [hazards ratio (HR) 2.681, 95% confidence interval (95%CI) 1.424-5.048], diabetes (HR 1.59, 95%CI 1.03-2.45), hypertension (HR 1.58, 95%CI 1.07-2.32) and malignancy (HR 3.50, 95%CI 1.60-7.64) were risk factors of reaching to the composite endpoints. The HR was 1.79 (95%CI 1.16-2.77) among patients with at least one comorbidity and 2.59 (95%CI 1.61-4.17) among patients with two or more comorbidities.  CONCLUSION: Among laboratory-confirmed cases of Covid-19, patients with any comorbidity yielded poorer clinical outcomes than those without. A greater number of comorbidities also correlated with poorer clinical outcomes.  ","Mar 2020","The European respiratory journal","32217650","kearneh","1","Yes","Case Series/Report",,,,,,,,,"General",,,,,"Internal Medicine",,,,,,,,,,,"Public Health",,,,,,,,,,,"Natural history studies",,,,,,,"Yes",
"1836","WJ Guan, WH Liang, Y Zhao, HR Liang, ZS Chen, YM Li, XQ Liu, RC Chen, CL Tang, T Wang, CQ Ou, L Li, PY Chen, L Sang, W Wang, JF Li, CC Li, LM Ou, B Cheng, S Xiong, ZY Ni, J Xiang, Y Hu, L Liu, H Shan, CL Lei, YX Peng, L Wei, Y Liu, YH Hu, P Peng, JM Wang, JY Liu, Z Chen, G Li, ZJ Zheng, SQ Qiu, J Luo, CJ Ye, SY Zhu, LL Cheng, F Ye, SY Li, JP Zheng, NF Zhang, NS Zhong, JX He,  ","Comorbidity and its impact on 1590 patients with Covid-19 in China: A Nationwide Analysis.","BACKGROUND: The coronavirus disease 2019 (Covid-19) outbreak is evolving rapidly worldwide.  OBJECTIVE: To evaluate the risk of serious adverse outcomes in patients with coronavirus disease 2019 (Covid-19) by stratifying the comorbidity status.  METHODS: We analysed the data from 1590 laboratory-confirmed hospitalised patients 575 hospitals in 31 province/autonomous regions/provincial municipalities across mainland China between December 11, 2019 and January 31, 2020. We analyse the composite endpoints, which consisted of admission to intensive care unit, or invasive ventilation, or death. The risk of reaching to the composite endpoints was compared according to the presence and number of comorbidities.  RESULTS: The mean age was 48.9 years. 686 patients (42.7%) were females. Severe cases accounted for 16.0% of the study population. 131 (8.2%) patients reached to the composite endpoints. 399 (25.1%) reported having at least one comorbidity. The most prevalent comorbidity was hypertension (16.9%), followed by diabetes (8.2%). 130 (8.2%) patients reported having two or more comorbidities. After adjusting for age and smoking status, COPD [hazards ratio (HR) 2.681, 95% confidence interval (95%CI) 1.424-5.048], diabetes (HR 1.59, 95%CI 1.03-2.45), hypertension (HR 1.58, 95%CI 1.07-2.32) and malignancy (HR 3.50, 95%CI 1.60-7.64) were risk factors of reaching to the composite endpoints. The HR was 1.79 (95%CI 1.16-2.77) among patients with at least one comorbidity and 2.59 (95%CI 1.61-4.17) among patients with two or more comorbidities.  CONCLUSION: Among laboratory-confirmed cases of Covid-19, patients with any comorbidity yielded poorer clinical outcomes than those without. A greater number of comorbidities also correlated with poorer clinical outcomes.  ","Mar 2020","The European respiratory journal","32217650","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,"General",,"ICU",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"1837","S Yang, Y Shi, H Lu, J Xu, F Li, Z Qian, X Hua, X Ding, F Song, J Shen, Y Lu, F Shan, Z Zhang","Clinical and CT features of early-stage patients with COVID-19: a retrospective analysis of imported cases in Shanghai, China.",,"Mar 2020","The European respiratory journal","32217649","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,"Case report",,,,,,"Yes",
"1837","S Yang, Y Shi, H Lu, J Xu, F Li, Z Qian, X Hua, X Ding, F Song, J Shen, Y Lu, F Shan, Z Zhang","Clinical and CT features of early-stage patients with COVID-19: a retrospective analysis of imported cases in Shanghai, China.",,"Mar 2020","The European respiratory journal","32217649","johnkim","1","Yes","Case Series/Report",,,,,,,,,,,"ICU","Infectious Disease",,"Internal Medicine",,,,,,,,,,,,,,,"Radiology",,,,,,,,"Case report",,,"Imaging studies",,,"Yes",
"1841","E Mahase","Covid-19: what treatments are being investigated?",,"Mar 2020","BMJ (Clinical research ed.)","32217607","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"1841","E Mahase","Covid-19: what treatments are being investigated?",,"Mar 2020","BMJ (Clinical research ed.)","32217607","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"ICU","Infectious Disease","Immunology","Internal Medicine",,"Microbiology",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"1842","T Chen, D Wu, H Chen, W Yan, D Yang, G Chen, K Ma, D Xu, H Yu, H Wang, T Wang, W Guo, J Chen, C Ding, X Zhang, J Huang, M Han, S Li, X Luo, J Zhao, Q Ning","Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study.","OBJECTIVE: To delineate the clinical characteristics of patients with coronavirus disease 2019 (covid-19) who died.  DESIGN: Retrospective case series.  SETTING: Tongji Hospital in Wuhan, China.  PARTICIPANTS: Among a cohort of 799 patients, 113 who died and 161 who recovered with a diagnosis of covid-19 were analysed. Data were collected until 28 February 2020.  MAIN OUTCOME MEASURES: Clinical characteristics and laboratory findings were obtained from electronic medical records with data collection forms.  RESULTS: The median age of deceased patients (68 years) was significantly older than recovered patients (51 years). Male sex was more predominant in deceased patients (83; 73%) than in recovered patients (88; 55%). Chronic hypertension and other cardiovascular comorbidities were more frequent among deceased patients (54 (48%) and 16 (14%)) than recovered patients (39 (24%) and 7 (4%)). Dyspnoea, chest tightness, and disorder of consciousness were more common in deceased patients (70 (62%), 55 (49%), and 25 (22%)) than in recovered patients (50 (31%), 48 (30%), and 1 (1%)). The median time from disease onset to death in deceased patients was 16 (interquartile range 12.0-20.0) days. Leukocytosis was present in 56 (50%) patients who died and 6 (4%) who recovered, and lymphopenia was present in 103 (91%) and 76 (47%) respectively. Concentrations of alanine aminotransferase, aspartate aminotransferase, creatinine, creatine kinase, lactate dehydrogenase, cardiac troponin I, N-terminal pro-brain natriuretic peptide, and D-dimer were markedly higher in deceased patients than in recovered patients. Common complications observed more frequently in deceased patients included acute respiratory distress syndrome (113; 100%), type I respiratory failure (18/35; 51%), sepsis (113; 100%), acute cardiac injury (72/94; 77%), heart failure (41/83; 49%), alkalosis (14/35; 40%), hyperkalaemia (42; 37%), acute kidney injury (28; 25%), and hypoxic encephalopathy (23; 20%). Patients with cardiovascular comorbidity were more likely to develop cardiac complications. Regardless of history of cardiovascular disease, acute cardiac injury and heart failure were more common in deceased patients.  CONCLUSION: Severe acute respiratory syndrome coronavirus 2 infection can cause both pulmonary and systemic inflammation, leading to multi-organ dysfunction in patients at high risk. Acute respiratory distress syndrome and respiratory failure, sepsis, acute cardiac injury, and heart failure were the most common critical complications during exacerbation of covid-19.  ","Mar 2020","BMJ (Clinical research ed.)","32217556","becky.jones","1","Yes","Case Series/Report",,,,,,,,,"General",,"ICU",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,"Yes",
"1842","T Chen, D Wu, H Chen, W Yan, D Yang, G Chen, K Ma, D Xu, H Yu, H Wang, T Wang, W Guo, J Chen, C Ding, X Zhang, J Huang, M Han, S Li, X Luo, J Zhao, Q Ning","Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study.","OBJECTIVE: To delineate the clinical characteristics of patients with coronavirus disease 2019 (covid-19) who died.  DESIGN: Retrospective case series.  SETTING: Tongji Hospital in Wuhan, China.  PARTICIPANTS: Among a cohort of 799 patients, 113 who died and 161 who recovered with a diagnosis of covid-19 were analysed. Data were collected until 28 February 2020.  MAIN OUTCOME MEASURES: Clinical characteristics and laboratory findings were obtained from electronic medical records with data collection forms.  RESULTS: The median age of deceased patients (68 years) was significantly older than recovered patients (51 years). Male sex was more predominant in deceased patients (83; 73%) than in recovered patients (88; 55%). Chronic hypertension and other cardiovascular comorbidities were more frequent among deceased patients (54 (48%) and 16 (14%)) than recovered patients (39 (24%) and 7 (4%)). Dyspnoea, chest tightness, and disorder of consciousness were more common in deceased patients (70 (62%), 55 (49%), and 25 (22%)) than in recovered patients (50 (31%), 48 (30%), and 1 (1%)). The median time from disease onset to death in deceased patients was 16 (interquartile range 12.0-20.0) days. Leukocytosis was present in 56 (50%) patients who died and 6 (4%) who recovered, and lymphopenia was present in 103 (91%) and 76 (47%) respectively. Concentrations of alanine aminotransferase, aspartate aminotransferase, creatinine, creatine kinase, lactate dehydrogenase, cardiac troponin I, N-terminal pro-brain natriuretic peptide, and D-dimer were markedly higher in deceased patients than in recovered patients. Common complications observed more frequently in deceased patients included acute respiratory distress syndrome (113; 100%), type I respiratory failure (18/35; 51%), sepsis (113; 100%), acute cardiac injury (72/94; 77%), heart failure (41/83; 49%), alkalosis (14/35; 40%), hyperkalaemia (42; 37%), acute kidney injury (28; 25%), and hypoxic encephalopathy (23; 20%). Patients with cardiovascular comorbidity were more likely to develop cardiac complications. Regardless of history of cardiovascular disease, acute cardiac injury and heart failure were more common in deceased patients.  CONCLUSION: Severe acute respiratory syndrome coronavirus 2 infection can cause both pulmonary and systemic inflammation, leading to multi-organ dysfunction in patients at high risk. Acute respiratory distress syndrome and respiratory failure, sepsis, acute cardiac injury, and heart failure were the most common critical complications during exacerbation of covid-19.  ","Mar 2020","BMJ (Clinical research ed.)","32217556","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Observational  studies",,,,,,,,,"Yes",
"1852","I Hernández-García, T Giménez-Júlvez","Assessment of health information about the prevention of COVID-19 on the Internet.","BACKGROUND: The Internet is a large source of health information, and it has the capacity to influence its users. However, the information found on the Internet often lacks scientific rigor, as anyone may upload its content. This factor is a cause of great concern to scientific societies, governments, and users.  OBJECTIVE: The objective of our study was to investigate the information about the prevention of coronavirus disease 2019 (COVID-19) on the Internet.  METHODS: On 2020-02-29 we performed a Google search with the terms ""Prevention coronavirus"", ""Prevention COVID-19"", ""Prevención coronavirus"", and ""Prevención COVID-19"". A univariate analysis was performed to study the association between the type of authorship, and country of publication, and recommendations to avoid COVID-19 according to the World Health Organization.  RESULTS: In total, 80 weblinks were reviewed. Most of them were produced in the USA and Spain (72.5%), by digital media and official public health organizations (75.1%). The most mentioned WHO preventive measure was ""wash your hands frequently"" (81.3%). Less frequent recommendation was related to ""stay home if you feel unwell"" (32.5%). The analysis by type of author (official public health organizations versus digital media) revealed significant differences regarding the recommendation to wear a mask if you are healthy only if caring for a person with suspected COVID-19 (OR = 4.39). According to country of publication (Spain versus the USA) significant differences were detected regarding some recommendations, such as ""wash your hands frequently"" (OR = 9.82), ""cover your mouth and nose with your bent elbow or tissue when you cough or sneeze"" (OR = 4.59), or ""stay home if you feel unwell"" (OR = 0.31).  CONCLUSIONS: It is necessary to urge and promote the use of the websites of official public health organizations when seeking information on COVID-19 preventive measures on the Internet. In this way, they will be able to obtain high-quality information more frequently, and such websites may improve their accessibility and positioning given that search engines justify the positioning of links obtained in a search based on the frequency of access to them.  ","Mar 2020","JMIR public health and surveillance","32217507","Daniellevin","1","Yes","Systematic Review",,,,,,,,,"General",,,,,,,,,,,,,,,,"Public Health",,,,,,,,,,,,,,,,,"Statistical modelling/analytical studies","Yes",
"1852","I Hernández-García, T Giménez-Júlvez","Assessment of health information about the prevention of COVID-19 on the Internet.","BACKGROUND: The Internet is a large source of health information, and it has the capacity to influence its users. However, the information found on the Internet often lacks scientific rigor, as anyone may upload its content. This factor is a cause of great concern to scientific societies, governments, and users.  OBJECTIVE: The objective of our study was to investigate the information about the prevention of coronavirus disease 2019 (COVID-19) on the Internet.  METHODS: On 2020-02-29 we performed a Google search with the terms ""Prevention coronavirus"", ""Prevention COVID-19"", ""Prevención coronavirus"", and ""Prevención COVID-19"". A univariate analysis was performed to study the association between the type of authorship, and country of publication, and recommendations to avoid COVID-19 according to the World Health Organization.  RESULTS: In total, 80 weblinks were reviewed. Most of them were produced in the USA and Spain (72.5%), by digital media and official public health organizations (75.1%). The most mentioned WHO preventive measure was ""wash your hands frequently"" (81.3%). Less frequent recommendation was related to ""stay home if you feel unwell"" (32.5%). The analysis by type of author (official public health organizations versus digital media) revealed significant differences regarding the recommendation to wear a mask if you are healthy only if caring for a person with suspected COVID-19 (OR = 4.39). According to country of publication (Spain versus the USA) significant differences were detected regarding some recommendations, such as ""wash your hands frequently"" (OR = 9.82), ""cover your mouth and nose with your bent elbow or tissue when you cough or sneeze"" (OR = 4.59), or ""stay home if you feel unwell"" (OR = 0.31).  CONCLUSIONS: It is necessary to urge and promote the use of the websites of official public health organizations when seeking information on COVID-19 preventive measures on the Internet. In this way, they will be able to obtain high-quality information more frequently, and such websites may improve their accessibility and positioning given that search engines justify the positioning of links obtained in a search based on the frequency of access to them.  ","Mar 2020","JMIR public health and surveillance","32217507","maya.amar","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,,,,,,,,,"Public Health",,,,,,,,,"Observational  studies",,,,,,,,,"Yes",
"1854","R Zhang, X Wang, L Ni, X Di, B Ma, S Niu, C Liu, RJ Reiter","COVID-19: Melatonin as a potential adjuvant treatment.","This article summarizes the likely benefits of melatonin in the attenuation of COVID-19 based on its putative pathogenesis. The recent outbreak of COVID-19 has become a pandemic with tens of thousands of infected patients. Based on clinical features, pathology, the pathogenesis of acute respiratory disorder induced by either highly homogenous coronaviruses or other pathogens, the evidence suggests that excessive inflammation, oxidation, and an exaggerated immune response very likely contribute to COVID-19 pathology. This leads to a cytokine storm and subsequent progression to acute lung injury (ALI)/acute respiratory distress syndrome (ARDS) and often death. Melatonin, a well-known anti-inflammatory and anti-oxidative molecule, is protective against ALI/ARDS caused by viral and other pathogens. Melatonin is effective in critical care patients by reducing vessel permeability, anxiety, sedation use, and improving sleeping quality, which might also be beneficial for better clinical outcomes for COVID-19 patients. Notably, melatonin has a high safety profile. There is significant data showing that melatonin limits virus-related diseases and would also likely be beneficial in COVID-19 patients. Additional experiments and clinical studies are required to confirm this speculation.  ","Mar 2020","Life sciences","32217117","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,"General",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,"Yes",
"1854","R Zhang, X Wang, L Ni, X Di, B Ma, S Niu, C Liu, RJ Reiter","COVID-19: Melatonin as a potential adjuvant treatment.","This article summarizes the likely benefits of melatonin in the attenuation of COVID-19 based on its putative pathogenesis. The recent outbreak of COVID-19 has become a pandemic with tens of thousands of infected patients. Based on clinical features, pathology, the pathogenesis of acute respiratory disorder induced by either highly homogenous coronaviruses or other pathogens, the evidence suggests that excessive inflammation, oxidation, and an exaggerated immune response very likely contribute to COVID-19 pathology. This leads to a cytokine storm and subsequent progression to acute lung injury (ALI)/acute respiratory distress syndrome (ARDS) and often death. Melatonin, a well-known anti-inflammatory and anti-oxidative molecule, is protective against ALI/ARDS caused by viral and other pathogens. Melatonin is effective in critical care patients by reducing vessel permeability, anxiety, sedation use, and improving sleeping quality, which might also be beneficial for better clinical outcomes for COVID-19 patients. Notably, melatonin has a high safety profile. There is significant data showing that melatonin limits virus-related diseases and would also likely be beneficial in COVID-19 patients. Additional experiments and clinical studies are required to confirm this speculation.  ","Mar 2020","Life sciences","32217117","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,"General",,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"1855","P Dashraath, W Jing Lin Jeslyn, L Mei Xian Karen, L Li Min, L Sarah, A Biswas, M Arjandas Choolani, C Mattar, SL Lin","Coronavirus Disease 2019 (COVID-19) Pandemic and Pregnancy.","The current coronavirus disease 2019 (COVID-19) pneumonia pandemic, caused by the severe acute respiratory syndrome 2 (SARS-CoV-2) virus, is spreading globally at an accelerated rate, with a basic reproduction number (R0) of 2 - 2.5, indicating that 2 - 3 persons will be infected from an index patient. A serious public health emergency, it is particularly deadly in vulnerable populations and communities in which healthcare providers are insufficiently prepared to manage the infection. As of March 16, 2020, there are more than 180,000 confirmed cases of COVID-19 worldwide, with over 7,000 related deaths. The SARS-CoV-2 virus has been isolated from asymptomatic individuals, and affected patients continue to be infectious two weeks after cessation of symptoms. The substantial morbidity and socioeconomic impact have necessitated drastic measures across all continents, including nationwide lockdowns and border closures. Pregnant women and their fetuses represent a high-risk population during infectious disease outbreaks. To date, the outcomes of 55 pregnant women infected with COVID-19 and 46 neonates have been reported in the literature, with no definite evidence of vertical transmission. Physiological and mechanical changes in pregnancy increase susceptibility to infections in general, particularly when the cardiorespiratory system is affected, and encourage rapid progression to respiratory failure in the gravida. Furthermore, the pregnancy bias towards T-helper 2 (Th2) system dominance which protects the fetus, leaves the mother vulnerable to viral infections, which are more effectively contained by the Th1 system. These unique challenges mandate an integrated approach to pregnancies affected by SARS-CoV-2. Here we present a review of COVID-19 in pregnancy, bringing together the various factors integral to the understanding of pathophysiology and susceptibility, diagnostic challenges with real-time reverse transcriptase polymerase chain reaction (RT-PCR) assays, therapeutic controversies, intrauterine transmission and maternal-fetal complications. We discuss the latest options in antiviral therapy and vaccine development, including the novel use of chloroquine in the management of COVID-19. Fetal surveillance, in view of the predisposition to growth restriction and special considerations during labor and delivery are addressed. Additionally, we focus on keeping frontline obstetric care providers safe while continuing to provide essential services. Our clinical service model is built around the principles of workplace segregation, responsible social distancing, containment of cross-infection to healthcare providers, judicious use of personal protective equipment and telemedicine. Our aim is to share a framework which can be adopted by tertiary maternity units managing pregnant women in the flux of a pandemic while maintaining the safety of the patient and healthcare provider at its core.  ","Mar 2020","American journal of obstetrics and gynecology","32217113","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,"Yes",
"1855","P Dashraath, W Jing Lin Jeslyn, L Mei Xian Karen, L Li Min, L Sarah, A Biswas, M Arjandas Choolani, C Mattar, SL Lin","Coronavirus Disease 2019 (COVID-19) Pandemic and Pregnancy.","The current coronavirus disease 2019 (COVID-19) pneumonia pandemic, caused by the severe acute respiratory syndrome 2 (SARS-CoV-2) virus, is spreading globally at an accelerated rate, with a basic reproduction number (R0) of 2 - 2.5, indicating that 2 - 3 persons will be infected from an index patient. A serious public health emergency, it is particularly deadly in vulnerable populations and communities in which healthcare providers are insufficiently prepared to manage the infection. As of March 16, 2020, there are more than 180,000 confirmed cases of COVID-19 worldwide, with over 7,000 related deaths. The SARS-CoV-2 virus has been isolated from asymptomatic individuals, and affected patients continue to be infectious two weeks after cessation of symptoms. The substantial morbidity and socioeconomic impact have necessitated drastic measures across all continents, including nationwide lockdowns and border closures. Pregnant women and their fetuses represent a high-risk population during infectious disease outbreaks. To date, the outcomes of 55 pregnant women infected with COVID-19 and 46 neonates have been reported in the literature, with no definite evidence of vertical transmission. Physiological and mechanical changes in pregnancy increase susceptibility to infections in general, particularly when the cardiorespiratory system is affected, and encourage rapid progression to respiratory failure in the gravida. Furthermore, the pregnancy bias towards T-helper 2 (Th2) system dominance which protects the fetus, leaves the mother vulnerable to viral infections, which are more effectively contained by the Th1 system. These unique challenges mandate an integrated approach to pregnancies affected by SARS-CoV-2. Here we present a review of COVID-19 in pregnancy, bringing together the various factors integral to the understanding of pathophysiology and susceptibility, diagnostic challenges with real-time reverse transcriptase polymerase chain reaction (RT-PCR) assays, therapeutic controversies, intrauterine transmission and maternal-fetal complications. We discuss the latest options in antiviral therapy and vaccine development, including the novel use of chloroquine in the management of COVID-19. Fetal surveillance, in view of the predisposition to growth restriction and special considerations during labor and delivery are addressed. Additionally, we focus on keeping frontline obstetric care providers safe while continuing to provide essential services. Our clinical service model is built around the principles of workplace segregation, responsible social distancing, containment of cross-infection to healthcare providers, judicious use of personal protective equipment and telemedicine. Our aim is to share a framework which can be adopted by tertiary maternity units managing pregnant women in the flux of a pandemic while maintaining the safety of the patient and healthcare provider at its core.  ","Mar 2020","American journal of obstetrics and gynecology","32217113","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,"Family Medicine",,,,,,"Infectious Disease",,"Internal Medicine",,,,,"OBGYN",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Lab studies","Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"1857","TA Ikizler","COVID-19 and Dialysis Units: What Do We Know Now and What Should We Do?",,"Mar 2020","American journal of kidney diseases : the official journal of the National Kidney Foundation","32217082","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,"Internal Medicine",,,"Nephrology",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"1857","TA Ikizler","COVID-19 and Dialysis Units: What Do We Know Now and What Should We Do?",,"Mar 2020","American journal of kidney diseases : the official journal of the National Kidney Foundation","32217082","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"Nephrology",,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"1858","JCL Rodrigues, SS Hare, A Edey, A Devaraj, J Jacob, A Johnstone, R McStay, A Nair, G Robinson","An update on COVID-19 for the radiologist - A British society of Thoracic Imaging statement.",,"Mar 2020","Clinical radiology","32216962","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"1858","JCL Rodrigues, SS Hare, A Edey, A Devaraj, J Jacob, A Johnstone, R McStay, A Nair, G Robinson","An update on COVID-19 for the radiologist - A British society of Thoracic Imaging statement.",,"Mar 2020","Clinical radiology","32216962","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,"Evidence-based guidance documents and guidelines",,,,,,,,"Imaging studies",,,"Yes",
