"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"524","Y Li, F Guo, Y Cao, L Li, Y Guo","Insight into COVID-2019 for pediatricians.","Mar 2020","Pediatric pulmonology","32187887","kearneh","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"524","Y Li, F Guo, Y Cao, L Li, Y Guo","Insight into COVID-2019 for pediatricians.","Mar 2020","Pediatric pulmonology","32187887","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"528","B Cao, Y Wang, D Wen, W Liu, J Wang, G Fan, L Ruan, B Song, Y Cai, M Wei, X Li, J Xia, N Chen, J Xiang, T Yu, T Bai, X Xie, L Zhang, C Li, Y Yuan, H Chen, H Li, H Huang, S Tu, F Gong, Y Liu, Y Wei, C Dong, F Zhou, X Gu, J Xu, Z Liu, Y Zhang, H Li, L Shang, K Wang, K Li, X Zhou, X Dong, Z Qu, S Lu, X Hu, S Ruan, S Luo, J Wu, L Peng, F Cheng, L Pan, J Zou, C Jia, J Wang, X Liu, S Wang, X Wu, Q Ge, J He, H Zhan, F Qiu, L Guo, C Huang, T Jaki, FG Hayden, PW Horby, D Zhang, C Wang","A Trial of Lopinavir-Ritonavir in Adults Hospitalized with Severe Covid-19.","Mar 2020","The New England journal of medicine","32187464","kearneh","1","Yes","Randomized Control Trial",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,"Reports of interventions/treatments",,,,,,,,"Yes",
"528","B Cao, Y Wang, D Wen, W Liu, J Wang, G Fan, L Ruan, B Song, Y Cai, M Wei, X Li, J Xia, N Chen, J Xiang, T Yu, T Bai, X Xie, L Zhang, C Li, Y Yuan, H Chen, H Li, H Huang, S Tu, F Gong, Y Liu, Y Wei, C Dong, F Zhou, X Gu, J Xu, Z Liu, Y Zhang, H Li, L Shang, K Wang, K Li, X Zhou, X Dong, Z Qu, S Lu, X Hu, S Ruan, S Luo, J Wu, L Peng, F Cheng, L Pan, J Zou, C Jia, J Wang, X Liu, S Wang, X Wu, Q Ge, J He, H Zhan, F Qiu, L Guo, C Huang, T Jaki, FG Hayden, PW Horby, D Zhang, C Wang","A Trial of Lopinavir-Ritonavir in Adults Hospitalized with Severe Covid-19.","Mar 2020","The New England journal of medicine","32187464","becky.jones","1","Yes","Randomized Control Trial",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"528","B Cao, Y Wang, D Wen, W Liu, J Wang, G Fan, L Ruan, B Song, Y Cai, M Wei, X Li, J Xia, N Chen, J Xiang, T Yu, T Bai, X Xie, L Zhang, C Li, Y Yuan, H Chen, H Li, H Huang, S Tu, F Gong, Y Liu, Y Wei, C Dong, F Zhou, X Gu, J Xu, Z Liu, Y Zhang, H Li, L Shang, K Wang, K Li, X Zhou, X Dong, Z Qu, S Lu, X Hu, S Ruan, S Luo, J Wu, L Peng, F Cheng, L Pan, J Zou, C Jia, J Wang, X Liu, S Wang, X Wu, Q Ge, J He, H Zhan, F Qiu, L Guo, C Huang, T Jaki, FG Hayden, PW Horby, D Zhang, C Wang","A Trial of Lopinavir-Ritonavir in Adults Hospitalized with Severe Covid-19.","Mar 2020","The New England journal of medicine","32187464","jasper.ho","1","Yes","Randomized Control Trial",,,,,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,"Respirology",,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"532","X Lu, L Zhang, H Du, J Zhang, YY Li, J Qu, W Zhang, Y Wang, S Bao, Y Li, C Wu, H Liu, D Liu, J Shao, X Peng, Y Yang, Z Liu, Y Xiang, F Zhang, RM Silva, KE Pinkerton, K Shen, H Xiao, S Xu, GWK Wong,  ","SARS-CoV-2 Infection in Children.","Mar 2020","The New England journal of medicine","32187458","kearneh","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"532","X Lu, L Zhang, H Du, J Zhang, YY Li, J Qu, W Zhang, Y Wang, S Bao, Y Li, C Wu, H Liu, D Liu, J Shao, X Peng, Y Yang, Z Liu, Y Xiang, F Zhang, RM Silva, KE Pinkerton, K Shen, H Xiao, S Xu, GWK Wong,  ","SARS-CoV-2 Infection in Children.","Mar 2020","The New England journal of medicine","32187458","jasper.ho","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"539","D Liu, L Li, X Wu, D Zheng, J Wang, L Yang, C Zheng","Pregnancy and Perinatal Outcomes of Women With Coronavirus Disease (COVID-19) Pneumonia: A Preliminary Analysis.","Mar 2020","AJR. American journal of roentgenology","32186894","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,"Natural history studies",,,,,,,,,,,"Yes",
"539","D Liu, L Li, X Wu, D Zheng, J Wang, L Yang, C Zheng","Pregnancy and Perinatal Outcomes of Women With Coronavirus Disease (COVID-19) Pneumonia: A Preliminary Analysis.","Mar 2020","AJR. American journal of roentgenology","32186894","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"549","K Nakajima, H Kato, T Yamashiro, T Izumi, I Takeuchi, H Nakajima, D Utsunomiya","COVID-19 pneumonia: infection control protocol inside computed tomography suites.","Mar 2020","Japanese journal of radiology","32185669","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"549","K Nakajima, H Kato, T Yamashiro, T Izumi, I Takeuchi, H Nakajima, D Utsunomiya","COVID-19 pneumonia: infection control protocol inside computed tomography suites.","Mar 2020","Japanese journal of radiology","32185669","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"571","A Grifoni, J Sidney, Y Zhang, RH Scheuermann, B Peters, A Sette","A Sequence Homology and Bioinformatic Approach Can Predict Candidate Targets for Immune Responses to SARS-CoV-2.","Mar 2020","Cell host & microbe","32183941","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,"Microbiology",,,,,,,,,,,,,,,,,,,,"Lab studies","Reports of interventions/treatments",,,,,,,,"Yes",
"571","A Grifoni, J Sidney, Y Zhang, RH Scheuermann, B Peters, A Sette","A Sequence Homology and Bioinformatic Approach Can Predict Candidate Targets for Immune Responses to SARS-CoV-2.","Mar 2020","Cell host & microbe","32183941","becky.jones","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,"Microbiology",,,,,,,,,,,,,,,,,,,,"Lab studies","Reports of interventions/treatments",,,,,,,,"Yes",
"581","H Yu, X Sun, WD Solvang, X Zhao","Reverse Logistics Network Design for Effective Management of Medical Waste in Epidemic Outbreaks: Insights from the Coronavirus Disease 2019 (COVID-19) Outbreak in Wuhan (China).","03 2020","International journal of environmental research and public health","32182811","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Medical waste","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"581","H Yu, X Sun, WD Solvang, X Zhao","Reverse Logistics Network Design for Effective Management of Medical Waste in Epidemic Outbreaks: Insights from the Coronavirus Disease 2019 (COVID-19) Outbreak in Wuhan (China).","03 2020","International journal of environmental research and public health","32182811","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Medical Waste","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"583","N van Doremalen, T Bushmaker, DH Morris, MG Holbrook, A Gamble, BN Williamson, A Tamin, JL Harcourt, NJ Thornburg, SI Gerber, JO Lloyd-Smith, E de Wit, VJ Munster","Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1.","Mar 2020","The New England journal of medicine","32182409","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Infectious Disease",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"583","N van Doremalen, T Bushmaker, DH Morris, MG Holbrook, A Gamble, BN Williamson, A Tamin, JL Harcourt, NJ Thornburg, SI Gerber, JO Lloyd-Smith, E de Wit, VJ Munster","Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1.","Mar 2020","The New England journal of medicine","32182409","becky.jones","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","ID",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"585","CF Tam, KS Cheung, S Lam, A Wong, A Yung, M Sze, YM Lam, C Chan, TC Tsang, M Tsui, HF Tse, CW Siu","Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Segment-Elevation Myocardial Infarction Care in Hong Kong, China.","Mar 2020","Circulation. Cardiovascular quality and outcomes","32182131","kearneh","1","Yes","Case Series/Report",,"Cardiology",,"Emergency Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"585","CF Tam, KS Cheung, S Lam, A Wong, A Yung, M Sze, YM Lam, C Chan, TC Tsang, M Tsui, HF Tse, CW Siu","Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Segment-Elevation Myocardial Infarction Care in Hong Kong, China.","Mar 2020","Circulation. Cardiovascular quality and outcomes","32182131","becky.jones","1","Yes","Case Series/Report",,"Cardiology",,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"588","Y Gao, T Li, M Han, X Li, D Wu, Y Xu, Y Zhu, Y Liu, X Wang, L Wang","Diagnostic Utility of Clinical Laboratory Data Determinations for Patients with the Severe COVID-19.","Mar 2020","Journal of medical virology","32181911","kearneh","1","Yes","Case Series/Report",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"588","Y Gao, T Li, M Han, X Li, D Wu, Y Xu, Y Zhu, Y Liu, X Wang, L Wang","Diagnostic Utility of Clinical Laboratory Data Determinations for Patients with the Severe COVID-19.","Mar 2020","Journal of medical virology","32181911","becky.jones","1","Yes","Case Control Studies",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"590","R Qu, Y Ling, YH Zhang, LY Wei, X Chen, XM Li, XY Liu, HM Liu, Z Guo, H Ren, Q Wang","Platelet-to-lymphocyte ratio is associated with prognosis in patients with coronavirus disease-19.","Mar 2020","Journal of medical virology","32181903","kearneh","1","Yes","Case Series/Report",,,,,,,,,,"Immunology","Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"590","R Qu, Y Ling, YH Zhang, LY Wei, X Chen, XM Li, XY Liu, HM Liu, Z Guo, H Ren, Q Wang","Platelet-to-lymphocyte ratio is associated with prognosis in patients with coronavirus disease-19.","Mar 2020","Journal of medical virology","32181903","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,"Case report",,,,,,,,,,"Yes",
"595","GQ Qian, NB Yang, F Ding, AHY Ma, ZY Wang, YF Shen, CW Shi, X Lian, JG Chu, L Chen, ZY Wang, DW Ren, GX Li, XQ Chen, HJ Shen, XM Chen","Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series.","Mar 2020","QJM : monthly journal of the Association of Physicians","32181807","kearneh","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,,,,"Yes",
"595","GQ Qian, NB Yang, F Ding, AHY Ma, ZY Wang, YF Shen, CW Shi, X Lian, JG Chu, L Chen, ZY Wang, DW Ren, GX Li, XQ Chen, HJ Shen, XM Chen","Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series.","Mar 2020","QJM : monthly journal of the Association of Physicians","32181807","becky.jones","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"598","R Han, L Huang, H Jiang, J Dong, H Peng, D Zhang","Early Clinical and CT Manifestations of Coronavirus Disease 2019 (COVID-19) Pneumonia.","Mar 2020","AJR. American journal of roentgenology","32181672","kearneh","1","Yes","Case Series/Report",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"598","R Han, L Huang, H Jiang, J Dong, H Peng, D Zhang","Early Clinical and CT Manifestations of Coronavirus Disease 2019 (COVID-19) Pneumonia.","Mar 2020","AJR. American journal of roentgenology","32181672","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,"Radiology",,,,,,,,"Case report",,,,,,,,,,"Yes",
"600","H Lau, V Khosrawipour, P Kocbach, A Mikolajczyk, J Schubert, J Bania, T Khosrawipour","The positive impact of lockdown in Wuhan on containing the COVID-19 outbreak in China.","Mar 2020","Journal of travel medicine","32181488","kearneh","1","Yes","Can't tell",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,"Natural history studies",,,,,,,,,,,"Yes",
"600","H Lau, V Khosrawipour, P Kocbach, A Mikolajczyk, J Schubert, J Bania, T Khosrawipour","The positive impact of lockdown in Wuhan on containing the COVID-19 outbreak in China.","Mar 2020","Journal of travel medicine","32181488","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Public Health",,"High quality observational  studies (cohort, case-control studies, etc.)",,"Natural history studies",,,,,,,,,,,"Yes",
"602","DA Schwartz","An Analysis of 38 Pregnant Women with COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes.","Mar 2020","Archives of pathology & laboratory medicine","32180426","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"602","DA Schwartz","An Analysis of 38 Pregnant Women with COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes.","Mar 2020","Archives of pathology & laboratory medicine","32180426","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"603","E Mullins, D Evans, RM Viner, P O'Brien, E Morris","Coronavirus in pregnancy and delivery: rapid review.","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32180292","kearneh","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"603","E Mullins, D Evans, RM Viner, P O'Brien, E Morris","Coronavirus in pregnancy and delivery: rapid review.","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32180292","becky.jones","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,"OBGYN",,,"Peds",,,,,,,,,"Evidence-based guidance documents and guidelines",,,"Natural history studies",,,,,,,,,,,"Yes",
"604","B Dholaria, BN Savani","How do we plan hematopoietic cell transplant and cellular therapy with the looming COVID-19 threat?","Mar 2020","British journal of haematology","32180224","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"604","B Dholaria, BN Savani","How do we plan hematopoietic cell transplant and cellular therapy with the looming COVID-19 threat?","Mar 2020","British journal of haematology","32180224","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Hematology","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"605","R Chen, Y Zhang, L Huang, BH Cheng, ZY Xia, QT Meng","Safety and efficacy of different anesthetic regimens for parturients with COVID-19 undergoing Cesarean delivery: a case series of 17 patients.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180175","kearneh","1","Yes","Case Series/Report","Anesthesia",,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"605","R Chen, Y Zhang, L Huang, BH Cheng, ZY Xia, QT Meng","Safety and efficacy of different anesthetic regimens for parturients with COVID-19 undergoing Cesarean delivery: a case series of 17 patients.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180175","jasper.ho","1","Yes","Case Series/Report","Anesthesia",,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"606","R Aminnejad, A Salimi, M Saeidi","Lidocaine during intubation and extubation in patients with coronavirus disease (COVID-19).","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180173","kearneh","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"606","R Aminnejad, A Salimi, M Saeidi","Lidocaine during intubation and extubation in patients with coronavirus disease (COVID-19).","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180173","jasper.ho","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"608","LN Ji, S Chao, YJ Wang, XJ Li, XD Mu, MG Lin, RM Jiang","Clinical features of pediatric patients with COVID-19: a report of two family cluster cases.","Mar 2020","World journal of pediatrics : WJP","32180140","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"608","LN Ji, S Chao, YJ Wang, XJ Li, XD Mu, MG Lin, RM Jiang","Clinical features of pediatric patients with COVID-19: a report of two family cluster cases.","Mar 2020","World journal of pediatrics : WJP","32180140","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"609","Y Wang, Y Liu, L Liu, X Wang, N Luo, L Ling","Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.","Mar 2020","The Journal of infectious diseases","32179910","kearneh","1","Yes","Case Series/Report",,,,,"Family Medicine",,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"609","Y Wang, Y Liu, L Liu, X Wang, N Luo, L Ling","Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.","Mar 2020","The Journal of infectious diseases","32179910","Daniellevin","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"609","Y Wang, Y Liu, L Liu, X Wang, N Luo, L Ling","Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.","Mar 2020","The Journal of infectious diseases","32179910","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"610","Y Cui, M Tian, D Huang, X Wang, Y Huang, L Fan, L Wang, Y Chen, W Liu, K Zhang, Y Wu, Z Yang, J Tao, J Feng, K Liu, X Ye, R Wang, X Zhang, Y Zha","A 55-Day-Old Female Infant infected with COVID 19: presenting with pneumonia, liver injury, and heart damage.","Mar 2020","The Journal of infectious diseases","32179908","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"610","Y Cui, M Tian, D Huang, X Wang, Y Huang, L Fan, L Wang, Y Chen, W Liu, K Zhang, Y Wu, Z Yang, J Tao, J Feng, K Liu, X Ye, R Wang, X Zhang, Y Zha","A 55-Day-Old Female Infant infected with COVID 19: presenting with pneumonia, liver injury, and heart damage.","Mar 2020","The Journal of infectious diseases","32179908","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"610","Y Cui, M Tian, D Huang, X Wang, Y Huang, L Fan, L Wang, Y Chen, W Liu, K Zhang, Y Wu, Z Yang, J Tao, J Feng, K Liu, X Ye, R Wang, X Zhang, Y Zha","A 55-Day-Old Female Infant infected with COVID 19: presenting with pneumonia, liver injury, and heart damage.","Mar 2020","The Journal of infectious diseases","32179908","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"611","L Ran, X Chen, Y Wang, W Wu, L Zhang, X Tan","Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32179890","kearneh","1","Yes","Cohort Studies",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"611","L Ran, X Chen, Y Wang, W Wu, L Zhang, X Tan","Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32179890","Daniellevin","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"611","L Ran, X Chen, Y Wang, W Wu, L Zhang, X Tan","Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32179890","jasper.ho","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"620","SA Baron, C Devaux, P Colson, D Raoult, JM Rolain","Teicoplanin: an alternative drug for the treatment of coronavirus COVID-19?","Mar 2020","International journal of antimicrobial agents","32179150","kearneh","1","Yes","Can't tell",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Infectious Disease",,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"620","SA Baron, C Devaux, P Colson, D Raoult, JM Rolain","Teicoplanin: an alternative drug for the treatment of coronavirus COVID-19?","Mar 2020","International journal of antimicrobial agents","32179150","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"620","SA Baron, C Devaux, P Colson, D Raoult, JM Rolain","Teicoplanin: an alternative drug for the treatment of coronavirus COVID-19?","Mar 2020","International journal of antimicrobial agents","32179150","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Virology",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"621","T Xu, C Chen, Z Zhu, M Cui, C Chen, H Dai, Y Xue","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32179140","kearneh","1","Yes","Cohort Studies",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"621","T Xu, C Chen, Z Zhu, M Cui, C Chen, H Dai, Y Xue","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32179140","Daniellevin","1","Yes","Cohort Studies",,,,,"Family Medicine",,,"General",,,,"ICU",,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"621","T Xu, C Chen, Z Zhu, M Cui, C Chen, H Dai, Y Xue","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32179140","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"623","A Wang, W Zhao, Z Xu, J Gu","Timely blood glucose management for the outbreak of 2019 novel coronavirus disease (COVID-19) is urgently needed.","Mar 2020","Diabetes research and clinical practice","32179126","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"623","A Wang, W Zhao, Z Xu, J Gu","Timely blood glucose management for the outbreak of 2019 novel coronavirus disease (COVID-19) is urgently needed.","Mar 2020","Diabetes research and clinical practice","32179126","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
